sample_name	contig	virus	splice_type	virus_brkend_grp	tumor_or_normal	total_rpm	Gene_ID	project	cohort
MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE^CCLE^tumor_cell_line	NC_000858_9028nt_Simian_T_lymphotropic_virus_1~389~-~chr14~37874459~+	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	GT-AG	NC_000858_9028nt_Simian_T_lymphotropic_virus_1:389	tumor_cell_line	0.008429006	TTC6^ENSG00000139865.15	CCLE	CCLE
L33_PANCREAS^CCLE^tumor_cell_line	chr5~140564859~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.08470903	SLC35A4^ENSG00000176087.13	CCLE	CCLE
L33_PANCREAS^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5507~-~chr1~36385722~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.02117726	STK40^ENSG00000196182.9	CCLE	CCLE
253JBV_URINARY_TRACT^CCLE^tumor_cell_line	chr12~104601992~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.2860441	CHST11^ENSG00000171310.9	CCLE	CCLE
GB1_CENTRAL_NERVOUS_SYSTEM^CCLE^tumor_cell_line	NC_001702_8135nt_Murine_type_C_retrovirus~5792~+~chr14~73083493~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5792	tumor_cell_line	0.02766049	RBM25^ENSG00000119707.12	CCLE	CCLE
GB1_CENTRAL_NERVOUS_SYSTEM^CCLE^tumor_cell_line	chr14~73077537~+~NC_007815_8197nt_PreXMRV_1~53~+	NC_007815_8197nt_PreXMRV_1	GT-AG	NC_007815_8197nt_PreXMRV_1:53	tumor_cell_line	0.02766049	RBM25^ENSG00000119707.12	CCLE	CCLE
GB1_CENTRAL_NERVOUS_SYSTEM^CCLE^tumor_cell_line	chr14~73077537~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.02766049	RBM25^ENSG00000119707.12	CCLE	CCLE
SF767_CENTRAL_NERVOUS_SYSTEM^CCLE^tumor_cell_line	chr18~48041124~+~HPV68~839~-	HPV68	GT-AG	HPV68:839	tumor_cell_line	11.42105	ZBTB7C^ENSG00000184828.8	CCLE	CCLE
SF767_CENTRAL_NERVOUS_SYSTEM^CCLE^tumor_cell_line	chr18~48041124~+~HPV68~130~-	HPV68	GT-AG	HPV68:130	tumor_cell_line	3.141892	ZBTB7C^ENSG00000184828.8	CCLE	CCLE
TYKNU_OVARY^CCLE^tumor_cell_line	chr11~69294577~+~NC_001702_8135nt_Murine_type_C_retrovirus~5507~+	NC_001702_8135nt_Murine_type_C_retrovirus	GT-AG	NC_001702_8135nt_Murine_type_C_retrovirus:5507	tumor_cell_line	0.1379957	MYEOV^ENSG00000172927.6	CCLE	CCLE
T1074^NATGEN2015^tumor	chr17~73338941~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor	1.59284	SDK2^ENSG00000069188.15	NATGEN2015	NATGEN2015
T1074^NATGEN2015^tumor	chr17~73338941~+~HPV16~227~-	HPV16	GT-AG	HPV16:227	tumor	0.7707292	SDK2^ENSG00000069188.15	NATGEN2015	NATGEN2015
T1074^NATGEN2015^tumor	HPV16~5638~-~chr17~73348598~+	HPV16	GT-AG	HPV16:5638	tumor	0.3082917	SDK2^ENSG00000069188.15	NATGEN2015	NATGEN2015
SIHA^NATGEN2015^tumor_cell_line	chr13~73413637~+~HPV16~881~-	HPV16	GT-AG	HPV16:881	tumor_cell_line	0.9278372	LINC00393^ENSG00000224853.1	NATGEN2015	NATGEN2015
HELA^NATGEN2015^tumor_cell_line	HPV18~23~-~chr8~127218809~+	HPV18	GT-AG	HPV18:23	tumor_cell_line	5.876007	CCAT1^ENSG00000247844.1	NATGEN2015	NATGEN2015
