sample_name	Number.of.input.reads	Average.input.read.length	Uniquely.mapped.reads.number	Uniquely.mapped.reads..	Average.mapped.length	Number.of.splices..Total	Number.of.splices..Annotated..sjdb.	Number.of.splices..GT.AG	Number.of.splices..GC.AG	Number.of.splices..AT.AC	Number.of.splices..Non.canonical	Mismatch.rate.per.base...	Deletion.rate.per.base	Deletion.average.length	Insertion.rate.per.base	Insertion.average.length	Number.of.reads.mapped.to.multiple.loci	X..of.reads.mapped.to.multiple.loci	Number.of.reads.mapped.to.too.many.loci	X..of.reads.mapped.to.too.many.loci	Number.of.reads.unmapped..too.many.mismatches	X..of.reads.unmapped..too.many.mismatches	Number.of.reads.unmapped..too.short	X..of.reads.unmapped..too.short	Number.of.reads.unmapped..other	X..of.reads.unmapped..other	num_fq_sets
LIHC-UB-A7MD-TP	62556255	96	55112398	88.10%	95.02	12973838	12782291	12863645	93308	7748	9137	0.29%	0.00%	1.5	0.00%	1.19	3848198	6.15%	11864	0.02%	502	0.00%	3561675	5.69%	21618	0.03%	2
MESO-TS-A8AI-TP	77625809	96	69823164	89.95%	95.07	16731225	16592714	16594018	112627	11895	12685	0.20%	0.00%	1.57	0.01%	1.26	3860221	4.97%	22905	0.03%	757	0.00%	3900346	5.02%	18416	0.02%	2
MESO-UT-A88C-TP	63177573	96	57753072	91.41%	95.18	12239621	12070042	12135550	84764	9309	9998	0.22%	0.00%	1.47	0.01%	1.22	3263374	5.17%	27556	0.04%	597	0.00%	2098235	3.32%	34739	0.05%	2
LIHC-DD-AAW0-TP	62932505	96	57911248	92.02%	95.06	14202002	14066364	14080151	108615	6995	6241	0.24%	0.01%	2.61	0.00%	1.18	2888094	4.59%	13854	0.02%	392	0.00%	2103230	3.34%	15687	0.02%	2
LUAD-44-2665-TP	68993751	96	62679689	90.85%	94.85	13960562	13841046	13852687	88278	10361	9236	0.72%	0.00%	1.46	0.00%	1.23	3980238	5.77%	26780	0.04%	481	0.00%	2285078	3.31%	21485	0.03%	2
UCEC-B5-A0JN-TP	81953514	96	73298039	89.44%	95.04	17096217	16968536	16964737	103099	14605	13776	0.35%	0.00%	1.41	0.01%	1.2	5753228	7.02%	37649	0.05%	551	0.00%	2827409	3.45%	36638	0.04%	2
BRCA-A2-A1FX-TP	90920396	100	81686507	89.84%	98.93	18537595	18355698	18369402	136811	15732	15650	0.48%	0.00%	1.43	0.01%	1.23	4405070	4.84%	33663	0.04%	966	0.00%	4764771	5.24%	29419	0.03%	2
THCA-ET-A25J-TP	89547927	96	80071935	89.42%	95.04	17128697	16985528	16979413	118524	12910	17850	0.24%	0.00%	1.41	0.00%	1.2	5933623	6.63%	25749	0.03%	606	0.00%	3491160	3.90%	24854	0.03%	2
UCEC-D1-A16R-TP	32856943	76	27597308	83.99%	74.54	5694562	5640737	5651092	32824	4396	6250	0.41%	0.01%	1.51	0.01%	1.3	4075973	12.41%	28772	0.09%	0	0.00%	1145205	3.49%	9685	0.03%	1
BLCA-DK-A3X1-TP	66629874	96	56661261	85.04%	95.18	7374693	7269737	7313881	46700	6201	7911	0.17%	0.00%	1.45	0.01%	1.2	6654114	9.99%	35831	0.05%	502	0.00%	3240164	4.86%	38002	0.06%	2
ESCA-L5-A8NU-TP	113983114	150	75485977	66.23%	147.59	23600108	20193388	23401191	143632	14463	40822	0.65%	0.01%	1.23	0.01%	1.55	5952445	5.22%	68297	0.06%	191229	0.17%	32254884	28.30%	30282	0.03%	2
KIRC-BP-4169-TP	102854656	100	93920761	91.31%	99.27	19670182	19381111	19506974	136641	14114	12453	0.30%	0.00%	1.41	0.00%	1.25	6112381	5.94%	57317	0.06%	887	0.00%	2688499	2.61%	74811	0.07%	2
LIHC-CC-A5UD-TP	54835972	96	49413843	90.11%	95.23	8731573	8636937	8656220	62705	7176	5472	0.28%	0.00%	1.43	0.01%	1.22	3211136	5.86%	19660	0.04%	219	0.00%	2173574	3.96%	17540	0.03%	2
BLCA-ZF-A9R5-TP	59942193	96	54064139	90.19%	95.3	10777093	10670222	10685810	71720	7716	11847	0.16%	0.00%	1.51	0.01%	1.2	4398184	7.34%	38479	0.06%	668	0.00%	1392279	2.32%	48444	0.08%	2
COAD-AA-3877-TP	27723735	76	23716096	85.54%	74.87	5138812	5086756	5099351	32244	4004	3213	0.42%	0.01%	1.8	0.01%	1.28	2794244	10.08%	19839	0.07%	0	0.00%	1183303	4.27%	10253	0.04%	1
GBM-06-2561-TP	59387443	152	48346907	81.41%	150.5	16628715	16432357	16480051	120462	14156	14046	0.57%	0.01%	1.33	0.01%	1.52	3109238	5.24%	18996	0.03%	32404	0.05%	7850090	13.22%	29808	0.05%	2
HNSC-IQ-A61I-TP	67499779	96	59011251	87.42%	95.09	11117457	10840367	11032714	69066	7681	7996	0.36%	0.00%	1.44	0.01%	1.23	5033623	7.46%	20932	0.03%	631	0.00%	3409852	5.05%	23490	0.03%	2
LIHC-DD-AAC9-TP	52216427	96	46280348	88.63%	95.13	10969228	10812309	10896851	64126	3721	4530	0.22%	0.00%	1.43	0.00%	1.18	3546233	6.79%	5650	0.01%	175	0.00%	2377429	4.55%	6592	0.01%	2
SKCM-FR-A69P-TM	56563146	96	51241263	90.59%	95.12	11878551	11790988	11785345	76744	9969	6493	0.33%	0.00%	1.45	0.01%	1.21	3214097	5.68%	23220	0.04%	313	0.00%	2066033	3.65%	18220	0.03%	2
PRAD-HC-7752-TP	76159975	96	65287209	85.72%	95.43	6179090	6115107	6125667	35088	9834	8501	0.24%	0.01%	1.22	0.01%	1.18	8372194	10.99%	56782	0.07%	719	0.00%	2394768	3.14%	48303	0.06%	2
KIRP-A4-8310-TP	46520768	96	42036543	90.36%	95.14	9104653	9024542	9018841	71001	8338	6473	0.30%	0.00%	1.44	0.01%	1.19	2841353	6.11%	14539	0.03%	404	0.00%	1612887	3.47%	15042	0.03%	2
UCEC-AX-A0J0-NT	55586739	96	50241357	90.38%	95.21	9275082	9181689	9204564	56310	7288	6920	0.33%	0.00%	1.48	0.01%	1.2	3707729	6.67%	14915	0.03%	282	0.00%	1608428	2.89%	14028	0.03%	2
LUSC-85-6561-TP	115708448	100	98375789	85.02%	98.88	25068241	23578131	24881324	149542	17754	19621	0.44%	0.00%	1.32	0.00%	1.25	7767950	6.71%	38868	0.03%	2248	0.00%	9418185	8.14%	105408	0.09%	2
THCA-FY-A4B0-TP	72387992	96	58952919	81.44%	95.04	11588354	11459961	11485460	84722	9826	8346	0.25%	0.00%	1.47	0.01%	1.21	11061042	15.28%	30783	0.04%	582	0.00%	2321004	3.21%	21662	0.03%	2
LUAD-50-5045-TP	78441934	96	65386208	83.36%	94.97	14602392	13972729	14507225	73993	10580	10594	0.33%	0.01%	1.39	0.01%	1.22	7844260	10.00%	13854	0.02%	614	0.00%	5175146	6.60%	21852	0.03%	2
LIHC-DD-AACP-TP	50996113	96	44824380	87.90%	95.18	11086832	10995389	11008335	65690	6401	6406	0.18%	0.00%	1.44	0.00%	1.18	3429329	6.72%	9335	0.02%	293	0.00%	2719232	5.33%	13544	0.03%	2
COAD-AZ-5403-TP	54377099	96	47798035	87.90%	95.07	11810941	11730225	11722961	68740	11166	8074	0.23%	0.00%	1.43	0.01%	1.21	4063686	7.47%	9348	0.02%	282	0.00%	2496467	4.59%	9281	0.02%	2
PRAD-HC-A632-TP	56321331	96	49301972	87.54%	94.78	10977059	10906514	10888898	68401	8373	11387	0.64%	0.00%	1.44	0.01%	1.18	4195979	7.45%	14259	0.03%	245	0.00%	2798385	4.97%	10491	0.02%	2
UCEC-A5-A0G2-TP	34213173	76	29763459	86.99%	74.82	6402002	6197982	6348413	44236	5304	4049	0.52%	0.01%	1.61	0.01%	1.29	3236642	9.46%	93373	0.27%	0	0.00%	1093841	3.20%	25858	0.08%	1
LGG-TQ-A7RU-TP	65025415	96	57181155	87.94%	95.17	9550170	9438964	9463334	71063	8724	7049	0.35%	0.00%	1.41	0.01%	1.21	5085969	7.82%	33624	0.05%	606	0.00%	2696320	4.15%	27741	0.04%	2
COAD-D5-6928-TP	65248963	96	57778319	88.55%	95	13248605	12591927	13138740	89943	9246	10676	0.37%	0.01%	1.44	0.00%	1.2	4265472	6.54%	39302	0.06%	1225	0.00%	3131664	4.80%	32981	0.05%	2
BRCA-E9-A1RB-TP	103941354	100	93468244	89.92%	99.13	21271388	21093308	21087710	140469	20736	22473	0.27%	0.00%	1.39	0.01%	1.21	6436911	6.19%	29449	0.03%	808	0.00%	3970339	3.82%	35603	0.03%	2
OV-10-0936-TP	144049899	150	76488833	53.10%	147.95	27826199	27314953	27510059	226980	23888	65272	0.73%	0.01%	1.27	0.01%	1.49	53455520	37.11%	178785	0.12%	93909	0.07%	13753994	9.55%	78858	0.05%	2
STAD-VQ-A8P5-TP	88311898	150	70118092	79.40%	148.48	20454704	20080209	20239441	153017	18742	43504	0.52%	0.01%	1.4	0.01%	1.59	5636333	6.38%	181812	0.21%	89996	0.10%	12026050	13.62%	259615	0.29%	2
LUAD-75-6212-TP	39742450	96	35410048	89.10%	95.13	8254681	8107560	8191618	49641	5028	8394	0.19%	0.00%	1.4	0.01%	1.2	3099074	7.80%	24239	0.06%	384	0.00%	1198287	3.02%	10418	0.03%	2
BRCA-AR-A24R-TP	91559941	100	82668916	90.29%	99.18	18113203	17930246	17936934	141866	16713	17690	0.19%	0.00%	1.43	0.01%	1.23	4418649	4.83%	29787	0.03%	1072	0.00%	4405313	4.81%	36204	0.04%	2
HNSC-CV-7255-TP	106893965	96	97364246	91.08%	95.03	23873816	23653188	23668056	172829	17961	14970	0.21%	0.00%	1.46	0.00%	1.21	6369612	5.96%	44387	0.04%	832	0.00%	3026159	2.83%	88729	0.08%	2
LGG-QH-A6CY-TP	70899055	96	64833151	91.44%	95.18	10039689	9931900	9951268	73573	8314	6534	0.37%	0.00%	1.41	0.01%	1.23	3522447	4.97%	21342	0.03%	556	0.00%	2502229	3.53%	19330	0.03%	2
LGG-TM-A7CF-TR	67068142	96	59829310	89.21%	94.71	9035932	8922752	8955038	65025	7618	8251	0.26%	0.00%	1.36	0.01%	1.19	3240042	4.83%	38739	0.06%	1447	0.00%	3921294	5.85%	37310	0.06%	2
BRCA-E9-A1N9-NT	72494779	100	66117819	91.20%	99.03	14402192	14185457	14279842	101931	10254	10165	0.47%	0.00%	1.42	0.01%	1.23	3472723	4.79%	31749	0.04%	803	0.00%	2840051	3.92%	31634	0.04%	2
LIHC-2Y-A9H8-TP	63756535	96	55255253	86.67%	95.1	12395131	12198018	12306386	75954	6562	6229	0.29%	0.00%	1.37	0.00%	1.18	4714212	7.39%	13075	0.02%	783	0.00%	3755486	5.89%	17726	0.03%	2
UCEC-B5-A5OD-TP	72436980	96	64055549	88.43%	95.1	13221350	13078064	13128106	71436	9217	12591	0.26%	0.00%	1.43	0.01%	1.2	5122516	7.07%	31322	0.04%	716	0.00%	3197488	4.41%	29389	0.04%	2
PRAD-HC-8259-NT	79613331	96	71921553	90.34%	95.24	14202931	14063515	14071693	108105	13353	9780	0.20%	0.00%	1.46	0.01%	1.21	5088717	6.39%	24099	0.03%	436	0.00%	2546554	3.20%	31972	0.04%	2
BLCA-BT-A2LA-NT	74496538	96	66042831	88.65%	95.1	13681523	13587967	13568047	92684	8639	12153	0.25%	0.00%	1.44	0.01%	1.19	6152325	8.26%	26021	0.03%	326	0.00%	2257765	3.03%	17270	0.02%	2
COAD-CA-5797-TP	61991914	96	56119258	90.53%	95.08	13370836	13254388	13257218	92044	12615	8959	0.27%	0.00%	1.46	0.01%	1.21	4035744	6.51%	12692	0.02%	399	0.00%	1804598	2.91%	19223	0.03%	2
LIHC-DD-AAC8-TP	59737013	96	53506831	89.57%	95.19	12485068	12292301	12367838	101923	9003	6304	0.19%	0.00%	1.48	0.00%	1.18	4179403	7.00%	31465	0.05%	369	0.00%	1986512	3.33%	32433	0.05%	2
LGG-S9-A89V-TP	66569494	96	59878075	89.95%	95.21	10335137	10208856	10239832	78073	8886	8346	0.29%	0.00%	1.48	0.01%	1.2	4415569	6.63%	34279	0.05%	611	0.00%	2207007	3.32%	33953	0.05%	2
PRAD-EJ-7315-TP	89309090	96	79999680	89.58%	95.02	17295658	17108759	17139132	123573	16855	16098	0.38%	0.00%	1.38	0.01%	1.18	5526995	6.19%	16960	0.02%	411	0.00%	3740823	4.19%	24221	0.03%	2
COAD-A6-2680-TP	28558403	76	24290946	85.06%	73.66	5878687	5786581	5830134	36531	6498	5524	0.38%	0.00%	1.59	0.00%	1.41	2903219	10.17%	24927	0.09%	0	0.00%	1330908	4.66%	8403	0.03%	1
SKCM-EE-A29N-TM	95868398	96	86792517	90.53%	95.12	19025740	18788269	18857015	141515	15978	11232	0.24%	0.00%	1.41	0.01%	1.21	4698726	4.90%	166716	0.17%	854	0.00%	4158693	4.34%	50892	0.05%	2
LUAD-93-A4JQ-TP	69148522	96	60819899	87.96%	95.15	11159902	10885655	11071146	71843	8248	8665	0.33%	0.00%	1.42	0.01%	1.23	3885143	5.62%	54622	0.08%	750	0.00%	4327401	6.26%	60707	0.09%	2
OV-29-1693-TP	116644928	150	93550472	80.20%	148.24	42669415	42120249	42217387	309634	38214	104180	0.48%	0.01%	1.22	0.01%	1.42	15445269	13.24%	61574	0.05%	61710	0.05%	7508114	6.44%	17789	0.02%	2
LAML-AB-3008-TB	74866432	100	56808480	75.88%	99.07	7851462	7694909	7766512	68195	7378	9377	0.38%	0.00%	1.48	0.00%	1.24	4907845	6.56%	75532	0.10%	1419	0.00%	11072408	14.79%	2000748	2.67%	2
BLCA-XF-AAMH-TP	65024924	96	52780421	81.17%	95.16	11487337	11383934	11411250	59610	9077	7400	0.22%	0.00%	1.52	0.01%	1.21	5014617	7.71%	16187	0.02%	409	0.00%	7195389	11.07%	17901	0.03%	2
LUAD-MN-A4N4-TP	61293499	96	54611467	89.10%	95.16	9418930	9129891	9343183	60666	7798	7283	0.32%	0.01%	1.41	0.01%	1.25	3916926	6.39%	49206	0.08%	594	0.00%	2648612	4.32%	66694	0.11%	2
LUAD-49-AARN-TP	36124637	96	32180839	89.08%	95.27	6258346	6084102	6205304	41185	4537	7320	0.18%	0.00%	1.46	0.01%	1.22	2140888	5.93%	18157	0.05%	302	0.00%	1764294	4.88%	20157	0.06%	2
COAD-AZ-4684-TP	30447264	76	25129416	82.53%	75.14	6441151	6323768	6394629	37010	5075	4437	0.32%	0.00%	1.54	0.00%	1.33	3285889	10.79%	26202	0.09%	0	0.00%	1996160	6.56%	9597	0.03%	1
BRCA-BH-A0BQ-NT	62286844	100	55343116	88.85%	99.15	11793218	11631737	11694779	80941	8902	8596	0.30%	0.00%	1.43	0.01%	1.22	4280720	6.87%	32237	0.05%	491	0.00%	2599813	4.17%	30467	0.05%	2
COAD-CM-6162-TP	56902134	96	52111028	91.58%	95.02	12352337	12176169	12254917	77955	9210	10255	0.25%	0.00%	1.48	0.00%	1.23	3057622	5.37%	39224	0.07%	726	0.00%	1673180	2.94%	20354	0.04%	2
UCEC-SJ-A6ZI-TP	80313300	96	72662042	90.47%	95.06	15420631	15202559	15285060	107539	13751	14281	0.32%	0.00%	1.44	0.00%	1.22	4532226	5.64%	36076	0.04%	826	0.00%	3052175	3.80%	29955	0.04%	2
PCPG-SR-A6MT-TP	82341587	96	75553458	91.76%	95.12	14108076	13969759	13980534	92019	10819	24704	0.21%	0.00%	1.37	0.00%	1.21	3794496	4.61%	22566	0.03%	836	0.00%	2953137	3.59%	17094	0.02%	2
KIRP-5P-A9K8-TP	78725564	96	72996633	92.72%	95.14	14667137	14543472	14527002	117414	11978	10743	0.28%	0.00%	1.45	0.01%	1.2	3572709	4.54%	18397	0.02%	471	0.00%	2107828	2.68%	29526	0.04%	2
GBM-02-2486-TP	57754817	152	45580609	78.92%	150.67	20160262	19951240	19997264	130443	15152	17403	0.53%	0.01%	1.37	0.00%	1.56	3873414	6.71%	8839	0.02%	24563	0.04%	8242223	14.27%	25169	0.04%	2
LUAD-50-6595-TP	40550999	96	36723760	90.56%	95.08	8440445	8351782	8371426	56212	6564	6243	0.40%	0.00%	1.53	0.01%	1.25	2312609	5.70%	9069	0.02%	363	0.00%	1494304	3.68%	10894	0.03%	2
LUSC-85-7843-TP	96095555	96	85896743	89.39%	95.15	20459735	19956272	20290531	137785	16407	15012	0.23%	0.00%	1.58	0.01%	1.19	6602811	6.87%	33032	0.03%	801	0.00%	3493424	3.64%	68744	0.07%	2
LUAD-44-2661-TP	70573832	100	61456230	87.08%	98.84	15171497	14598413	15070750	79235	10336	11176	0.46%	0.00%	1.39	0.01%	1.2	5412708	7.67%	16287	0.02%	1388	0.00%	3672754	5.20%	14465	0.02%	2
READ-AG-3584-TP	29263600	76	25023693	85.51%	74.38	5341717	5271606	5299308	32467	4936	5006	0.55%	0.01%	1.63	0.00%	1.36	2945099	10.06%	20971	0.07%	0	0.00%	1264606	4.32%	9231	0.03%	1
COAD-AA-3521-TP	23844633	76	19562689	82.04%	74.8	4484265	4441601	4450700	25538	3647	4380	0.54%	0.00%	1.57	0.00%	1.49	2425144	10.17%	18613	0.08%	0	0.00%	1830870	7.68%	7317	0.03%	1
PCPG-S7-A7WL-TP	64455400	96	57862401	89.77%	95.14	10659821	10551948	10573486	68545	8175	9615	0.24%	0.00%	1.37	0.00%	1.21	3302010	5.12%	13301	0.02%	542	0.00%	3266525	5.07%	10621	0.02%	2
BLCA-DK-AA6S-TP	47994439	96	43077908	89.76%	95.27	7757887	7680201	7695236	51329	5507	5815	0.16%	0.00%	1.43	0.01%	1.28	2960809	6.17%	18760	0.04%	367	0.00%	1913844	3.99%	22751	0.05%	2
COAD-G4-6304-TP	30729950	96	26576411	86.48%	95.14	6663898	6619097	6608036	42340	5243	8279	0.24%	0.01%	1.58	0.00%	1.18	3352235	10.91%	14779	0.05%	270	0.00%	773455	2.52%	12800	0.04%	2
BRCA-BH-A0C0-NT	85824503	100	76635814	89.29%	99.05	17457641	17251710	17311153	118930	12845	14713	0.35%	0.00%	1.41	0.01%	1.23	5214163	6.08%	39974	0.05%	1194	0.00%	3893067	4.54%	40291	0.05%	2
UCS-N5-A4RM-TP	44884790	96	37406551	83.34%	94.72	7691768	7628398	7637273	40525	6782	7188	0.22%	0.00%	1.53	0.01%	1.22	3762463	8.38%	22203	0.05%	878	0.00%	3650285	8.13%	42410	0.09%	2
HNSC-DQ-7590-TP	61444172	96	55750610	90.73%	94.8	11452588	11333309	11358298	78548	8254	7488	0.20%	0.00%	1.44	0.01%	1.21	3304201	5.38%	22941	0.04%	558	0.00%	2344346	3.82%	21516	0.04%	2
LAML-AB-2813-TB	77803031	100	58123393	74.71%	98.9	6816820	6576534	6745646	57171	5787	8216	0.83%	0.00%	1.47	0.00%	1.25	4376769	5.63%	95691	0.12%	1669	0.00%	13934844	17.91%	1270665	1.63%	2
UCS-NG-A4VU-TP	58093194	96	51581862	88.79%	95.01	12195166	12077603	12101085	75782	9031	9268	0.53%	0.01%	1.47	0.01%	1.19	3788624	6.52%	15414	0.03%	677	0.00%	2691472	4.63%	15145	0.03%	2
TGCT-XE-AAOD-TP	62750720	96	55090681	87.79%	95.19	11937680	11247279	11848986	72264	8980	7450	0.21%	0.01%	1.32	0.01%	1.21	5227292	8.33%	58952	0.09%	690	0.00%	2269798	3.62%	103307	0.16%	2
READ-AH-6544-TP	54498064	96	49391025	90.63%	95.18	10299395	10231984	10209822	68498	10189	10886	0.27%	0.00%	1.38	0.01%	1.19	3719943	6.83%	15291	0.03%	369	0.00%	1357258	2.49%	14178	0.03%	2
PAAD-IB-7644-TP	84284217	96	76388220	90.63%	95.05	17972245	17820574	17822907	116192	12437	20709	0.24%	0.00%	1.54	0.01%	1.21	5450373	6.47%	29318	0.03%	761	0.00%	2377321	2.82%	38224	0.05%	2
HNSC-CV-A6JD-TP	66027599	96	59135450	89.56%	95.08	13073439	12973259	12980174	76848	8394	8023	0.30%	0.00%	1.53	0.01%	1.23	4042271	6.12%	19113	0.03%	529	0.00%	2808393	4.25%	21843	0.03%	2
COAD-CM-6674-TP	45860603	96	41016754	89.44%	95.05	9479925	9410015	9402724	60981	8028	8192	0.29%	0.01%	1.52	0.01%	1.21	2763317	6.03%	19554	0.04%	556	0.00%	2032874	4.43%	27548	0.06%	2
LUAD-50-5935-TP	42182177	96	38288150	90.77%	94.95	7603957	7471338	7539391	49808	6135	8623	0.36%	0.00%	1.4	0.01%	1.2	2574537	6.10%	19248	0.05%	442	0.00%	1266669	3.00%	33131	0.08%	2
LUSC-60-2721-TP	78279021	100	68614193	87.65%	99.05	15069188	14486815	14955167	90254	11796	11971	0.30%	0.01%	1.45	0.01%	1.23	5499946	7.03%	46215	0.06%	1615	0.00%	4038447	5.16%	78605	0.10%	2
BRCA-AC-A6IW-TP	86791299	96	77726303	89.56%	95	18707021	18496302	18570319	108025	15505	13172	0.34%	0.00%	1.45	0.00%	1.19	6137984	7.07%	29029	0.03%	924	0.00%	2858260	3.29%	38799	0.04%	2
KIRC-B0-4846-TP	77100003	100	70727392	91.73%	99.2	13840948	13666774	13715802	104311	10745	10090	0.24%	0.01%	1.42	0.01%	1.24	3614866	4.69%	28359	0.04%	708	0.00%	2696189	3.50%	32489	0.04%	2
PCPG-SR-A6MU-TP	58882344	96	47718319	81.04%	95.32	5092100	5038339	5057081	27820	3310	3889	0.31%	0.01%	1.27	0.01%	1.19	4588063	7.79%	10761	0.02%	395	0.00%	6555611	11.13%	9195	0.02%	2
CESC-MA-AA42-TP	53655081	96	48170327	89.78%	95.12	10541224	10279722	10460001	66926	7609	6688	0.22%	0.00%	1.39	0.01%	1.2	3237073	6.03%	12129	0.02%	334	0.00%	2217946	4.13%	17272	0.03%	2
THCA-EL-A3TA-NT	94628467	96	84810497	89.62%	95.2	16970627	16782333	16824981	114077	14683	16886	0.22%	0.00%	1.42	0.01%	1.21	5054018	5.34%	44628	0.05%	1007	0.00%	4674799	4.94%	43518	0.05%	2
LUSC-NC-A5HP-TP	46613741	96	41930648	89.95%	94.83	8140812	8045929	8074925	54237	6669	4981	0.38%	0.00%	1.48	0.01%	1.26	2608789	5.60%	30127	0.06%	458	0.00%	1979119	4.25%	64600	0.14%	2
HNSC-BA-A6DA-TP	52218329	96	38439845	73.61%	95.03	7832991	7728538	7792234	32954	2394	5409	0.24%	0.00%	1.39	0.00%	1.19	2994059	5.73%	23678	0.05%	998	0.00%	10708932	20.51%	50817	0.10%	2
PCPG-SP-A6QH-TP	48602126	96	35161088	72.34%	95.2	5823143	5771413	5785189	29985	3683	4286	0.26%	0.00%	1.44	0.01%	1.22	8250784	16.98%	19002	0.04%	397	0.00%	5160327	10.62%	10528	0.02%	2
SKCM-XV-A9VZ-TP	64706167	96	56057395	86.63%	95.12	12193363	12091076	12105040	72442	8323	7558	0.27%	0.00%	1.46	0.01%	1.21	4318189	6.67%	37299	0.06%	544	0.00%	4261954	6.59%	30786	0.05%	2
KIRP-PJ-A5Z9-TP	39603533	96	35798884	90.39%	95.22	6522584	6464194	6466228	45287	5820	5249	0.31%	0.00%	1.41	0.01%	1.19	2415339	6.10%	15316	0.04%	131	0.00%	1361220	3.44%	12643	0.03%	2
UCEC-AX-A05Y-NT	57987456	96	52612850	90.73%	95.16	10726575	10648976	10648048	63270	8224	7033	0.33%	0.00%	1.5	0.01%	1.2	3558590	6.14%	14097	0.02%	283	0.00%	1788076	3.08%	13560	0.02%	2
OV-24-1928-TP	115869537	150	95014618	82.00%	148.33	38188899	37593892	37718905	301059	33869	135066	0.51%	0.01%	1.38	0.01%	1.44	13771711	11.89%	75362	0.07%	50448	0.04%	6933739	5.98%	23659	0.02%	2
SKCM-EE-A20C-TM	90948648	96	80847976	88.89%	95.14	19124029	18988608	18975072	125847	13399	9711	0.25%	0.00%	1.39	0.01%	1.2	6172709	6.79%	100260	0.11%	407	0.00%	3797351	4.18%	29945	0.03%	2
PRAD-EJ-A65G-TP	56784037	96	50036783	88.12%	94.78	8535261	8459022	8457050	61993	9472	6746	0.57%	0.00%	1.45	0.01%	1.2	3852873	6.79%	18603	0.03%	319	0.00%	2851763	5.02%	23696	0.04%	2
LGG-S9-A6UB-TP	59607801	96	52917053	88.78%	95.02	9661709	9549590	9575580	71226	8367	6536	0.40%	0.00%	1.45	0.00%	1.21	2869052	4.81%	24937	0.04%	453	0.00%	3774397	6.33%	21909	0.04%	2
KIRC-B8-5162-TP	92465100	100	77277448	83.57%	98.9	18738688	16813521	18598321	113391	11517	15459	0.42%	0.00%	1.42	0.00%	1.24	7449298	8.06%	14959	0.02%	1602	0.00%	7701265	8.33%	20528	0.02%	2
COAD-AA-3715-TP	19596952	76	17243990	87.99%	75.14	4617496	4516084	4584665	26598	3379	2854	0.37%	0.01%	1.93	0.00%	1.92	1689235	8.62%	18414	0.09%	0	0.00%	640447	3.27%	4866	0.02%	1
COAD-AA-A01Z-TP	23509634	76	20076243	85.40%	74.63	4420706	4381863	4385534	28534	4056	2582	0.47%	0.01%	1.65	0.00%	1.3	2296263	9.77%	55358	0.24%	0	0.00%	1073777	4.57%	7993	0.03%	1
BRCA-A8-A06Y-TP	62416552	100	56070436	89.83%	99.24	11551752	11445247	11444014	86941	9721	11076	0.25%	0.00%	1.46	0.01%	1.22	3217786	5.16%	22171	0.04%	355	0.00%	3069071	4.92%	36733	0.06%	2
BLCA-G2-A2EJ-TP	78799728	96	71341880	90.54%	95.05	15319789	15172128	15202413	97340	11676	8360	0.37%	0.00%	1.46	0.01%	1.19	4405964	5.59%	69541	0.09%	572	0.00%	2915198	3.70%	66573	0.08%	2
KIRP-Y8-A8RY-NT	89250469	96	81405432	91.21%	95.13	16336973	16155202	16172817	134363	14864	14929	0.39%	0.00%	1.33	0.00%	1.2	4331771	4.85%	27121	0.03%	672	0.00%	3459110	3.88%	26363	0.03%	2
COAD-G4-6317-TR	50063808	96	44070895	88.03%	95.15	8837102	8769359	8763727	57012	8425	7938	0.26%	0.00%	1.37	0.01%	1.2	4209153	8.41%	18330	0.04%	312	0.00%	1748375	3.49%	16743	0.03%	2
UCEC-FI-A2EX-TP	34511597	76	29240759	84.73%	74.32	5508130	5449389	5463365	35462	4342	4961	0.65%	0.01%	1.53	0.01%	1.28	3638364	10.54%	40108	0.12%	0	0.00%	1566170	4.54%	26196	0.08%	1
KIRP-DW-7837-TP	49881822	96	44124305	88.46%	95.16	7507516	7424658	7439888	55322	6194	6112	0.39%	0.00%	1.46	0.01%	1.23	2882623	5.78%	14076	0.03%	339	0.00%	2841305	5.70%	19174	0.04%	2
PRAD-V1-A8X3-TP	67837626	96	60990337	89.91%	95.15	12694761	12554055	12581696	90709	11940	10416	0.26%	0.00%	1.49	0.01%	1.2	3374026	4.97%	24202	0.04%	481	0.00%	3421437	5.04%	27143	0.04%	2
UCEC-EO-A22X-TP	56745899	96	49575849	87.36%	95.07	11443738	11330946	11357081	70015	9882	6760	0.25%	0.00%	1.45	0.01%	1.21	4111086	7.24%	19280	0.03%	405	0.00%	3016194	5.32%	23085	0.04%	2
LUAD-55-6982-NT	37986670	96	33956763	89.39%	95.18	6295391	6223494	6246390	39423	4429	5149	0.25%	0.00%	1.44	0.01%	1.21	1835679	4.83%	17453	0.05%	416	0.00%	2156873	5.68%	19486	0.05%	2
UCEC-QF-A5YT-TP	59514853	96	52240347	87.78%	95.07	11549160	11472417	11468247	61799	8189	10925	0.39%	0.00%	1.46	0.01%	1.21	4490361	7.54%	13387	0.02%	405	0.00%	2760523	4.64%	9830	0.02%	2
BLCA-HQ-A2OE-TP	110026557	96	100907703	91.71%	95.16	21171122	20921076	20981304	153011	19595	17212	0.19%	0.00%	1.42	0.01%	1.2	6183355	5.62%	49127	0.04%	929	0.00%	2781529	2.53%	103914	0.09%	2
