TCGA	sample_id	seqtype	chrom	virus	contig	sample_region_expr	mean_region_expr	log2_fold_change	expr_quantile	region_gene_list
CESC	CESC-FU-A40J-TP	RNA	chr8	HPV16	chr8~127323155~+~HPV16~227~-	22.67	12.56	0.85	1.00	CASC8^ENSG00000246228.5
CESC	CESC-FU-A40J-TP	RNA	chr8	HPV16	HPV16~408~-~chr8~127323014~+	22.67	12.56	0.85	1.00	CASC8^ENSG00000246228.5
CESC	CESC-FU-A40J-TP	RNA	chr8	HPV16	HPV16~3357~-~chr8~127323014~+	22.67	12.56	0.85	1.00	CASC8^ENSG00000246228.5
CESC	CESC-FU-A40J-TP	RNA	chr8	HPV16	chr8~127298478~+~HPV16~1916~-	43.10	15.46	1.48	1.00	CASC8^ENSG00000246228.5,RP11-382A18.3^ENSG00000271509.1
CESC	CESC-FU-A40J-TP	RNA	chr8	HPV16	HPV16~2708~-~chr8~127323014~+	22.67	12.56	0.85	1.00	CASC8^ENSG00000246228.5
CESC	CESC-FU-A40J-TP	RNA	chr8	HPV16	chr8~127299818~+~HPV16~862~-	43.10	15.46	1.48	1.00	CASC8^ENSG00000246228.5,RP11-382A18.3^ENSG00000271509.1
CESC	CESC-C5-A2LX-TP	RNA	chr12	HPV16	HPV16~2612~+~chr12~118218171~+	18.09	16.25	0.15	1.00	TAOK3^ENSG00000135090.12
CESC	CESC-C5-A2LX-TP	RNA	chr12	HPV16	HPV16~881~+~chr12~118232441~+	18.09	16.25	0.15	1.00	TAOK3^ENSG00000135090.12
CESC	CESC-C5-A2LX-TP	RNA	chr2	HPV16	HPV16~7273~-~chr2~85281297~+	17.99	16.66	0.11	0.84	TCF7L1^ENSG00000152284.4
CESC	CESC-C5-A2LX-TP	RNA	chr12	HPV16	HPV16~881~+~chr12~118243701~+	39.78	36.00	0.14	1.00	TAOK3^ENSG00000135090.12,RPS2P5^ENSG00000240342.3
CESC	CESC-C5-A2LX-TP	RNA	chr19	HPV16	HPV16~1187~+~chr19~1259509~+	56.87	53.82	0.08	0.98	MIDN^ENSG00000167470.11,CIRBP^ENSG00000099622.12,CIRBP-AS1^ENSG00000267493.3
CESC	CESC-C5-A2LX-TP	RNA	chr2	HPV16	HPV16~7273~-~chr2~85319120~+	50.76	51.43	-0.02	0.35	TCF7L1^ENSG00000152284.4,AC093162.5^ENSG00000246575.2,TGOLN2^ENSG00000152291.12
CESC	CESC-C5-A2LX-TP	RNA	chr22	HPV16	HPV16~3391~-~chr22~50465879~+	17.54	18.03	-0.04	0.21	SBF1^ENSG00000100241.19
CESC	CESC-C5-A2LX-TP	RNA	chr15	HPV16	HPV16~7893~+~chr15~20941904~+	0.00	0.73	-6.22	0.44	NF1P1^ENSG00000270831.1,MIR5701-1^ENSG00000266545.1,LINC01193^ENSG00000258710.6
CESC	CESC-C5-A2LX-TP	RNA	chr15	HPV16	HPV16~7893~+~chr15~21952894~+	9.63	0.20	5.50	1.00	NF1P2^ENSG00000258997.1,MIR5701-3^ENSG00000264902.1
CESC	CESC-C5-A2LX-TP	RNA	chr15	HPV16	HPV16~7893~+~chr15~21515611~+	9.31	0.38	4.57	0.99	NF1P2^ENSG00000281347.1,MIR5701-2^ENSG00000277841.1,RP11-11H9.2^ENSG00000280724.1
CESC	CESC-C5-A2LX-TP	RNA	chr12	HPV16	HPV16~870~+~chr12~118224446~+	18.09	16.25	0.15	1.00	TAOK3^ENSG00000135090.12
CESC	CESC-C5-A2LX-TP	RNA	chr19	HPV16	HPV16~227~+~chr19~1264252~+	56.87	53.82	0.08	0.98	MIDN^ENSG00000167470.11,CIRBP^ENSG00000099622.12,CIRBP-AS1^ENSG00000267493.3
CESC	CESC-C5-A2LX-TP	RNA	chr12	HPV16	HPV16~932~+~chr12~118233673~+	18.09	16.25	0.15	1.00	TAOK3^ENSG00000135090.12
CESC	CESC-C5-A2LX-TP	RNA	chr19	HPV16	chr19~1265505~+~HPV16~7118~+	77.09	72.38	0.09	0.99	MIDN^ENSG00000167470.11,CIRBP^ENSG00000099622.12,CIRBP-AS1^ENSG00000267493.3,C19orf24^ENSG00000228300.12
CESC	CESC-C5-A2LX-TP	RNA	chr17	HPV16	HPV16~578~+~chr17~39829386~+	40.73	23.21	0.81	1.00	IKZF3^ENSG00000161405.15,KRT8P34^ENSG00000264663.1,AC079199.2^ENSG00000226117.1
CESC	CESC-C5-A2LX-TP	RNA	chr19	HPV16	HPV16~5763~+~chr19~1261857~+	56.87	53.82	0.08	0.98	MIDN^ENSG00000167470.11,CIRBP^ENSG00000099622.12,CIRBP-AS1^ENSG00000267493.3
CESC	CESC-C5-A2LX-TP	RNA	chr17	HPV16	HPV16~6324~-~chr17~45128910~+	33.71	32.75	0.04	0.77	PLCD3^ENSG00000161714.10,ACBD4^ENSG00000181513.13
CESC	CESC-C5-A2LX-TP	RNA	chr17	HPV16	HPV16~946~-~chr17~45334653~+	12.55	0.76	4.03	1.00	RNA5SP443^ENSG00000199953.1
CESC	CESC-C5-A2LX-TP	RNA	chr17	HPV16	HPV16~158~+~chr17~45258686~+	62.96	54.66	0.20	1.00	CTD-2020K17.4^ENSG00000233483.2,MAP3K14-AS1^ENSG00000267278.4,SPATA32^ENSG00000184361.11,MAP3K14^ENSG00000006062.12
CESC	CESC-C5-A2LX-TP	RNA	chr12	HPV16	chr12~118214841~+~HPV16~3410~+	18.09	16.25	0.15	1.00	TAOK3^ENSG00000135090.12
CESC	CESC-C5-A2LX-TP	RNA	chr9	HPV16	HPV16~547~+~chr9~112105739~+	16.09	15.77	0.03	0.66	SUSD1^ENSG00000106868.15
CESC	CESC-C5-A2LX-TP	RNA	chr1	HPV16	chr1~150552309~+~HPV16~932~-	40.22	45.89	-0.19	0.38	RP11-54A4.2^ENSG00000237781.3,ADAMTSL4^ENSG00000143382.12,MIR4257^ENSG00000264553.1,ADAMTSL4-AS1^ENSG00000203804.4
CESC	CESC-C5-A2LX-TP	RNA	chr19	HPV16	chr19~1269317~+~HPV16~6393~+	57.11	52.93	0.11	0.99	CIRBP^ENSG00000099622.12,CIRBP-AS1^ENSG00000267493.3,C19orf24^ENSG00000228300.12
CESC	CESC-C5-A2LX-TP	RNA	chr9	HPV16	HPV16~578~+~chr9~112111653~+	16.09	15.77	0.03	0.66	SUSD1^ENSG00000106868.15
CESC	CESC-C5-A2LX-TP	RNA	chr12	HPV16	HPV16~916~+~chr12~118235556~+	18.09	16.25	0.15	1.00	TAOK3^ENSG00000135090.12
CESC	CESC-C5-A2LX-TP	RNA	chr1	HPV16	HPV16~409~-~chr1~150552738~+	40.22	45.89	-0.19	0.38	RP11-54A4.2^ENSG00000237781.3,ADAMTSL4^ENSG00000143382.12,MIR4257^ENSG00000264553.1,ADAMTSL4-AS1^ENSG00000203804.4
CESC	CESC-C5-A2LX-TP	RNA	chr17	HPV16	chr17~82009534~+~HPV16~7894~-	39.00	35.61	0.13	0.97	ASPSCR1^ENSG00000169696.14,STRA13^ENSG00000169689.13
CESC	CESC-C5-A2LX-TP	RNA	chr17	HPV16	chr17~39716606~+~HPV16~934~-	18.67	29.06	-0.64	0.16	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1
CESC	CESC-C5-A2LX-TP	RNA	chr12	HPV16	chr12~118232496~+~HPV16~3357~+	18.09	16.25	0.15	1.00	TAOK3^ENSG00000135090.12
CESC	CESC-C5-A2LX-TP	RNA	chr19	HPV16	chr19~1264473~+~HPV16~5638~+	56.87	53.82	0.08	0.98	MIDN^ENSG00000167470.11,CIRBP^ENSG00000099622.12,CIRBP-AS1^ENSG00000267493.3
LIHC	LIHC-DD-AACD-TP	RNA	chr19	HBV	chr19~35709105~+~NC_003977_3182nt_Hepatitis_B_virus~344~+	31.44	28.14	0.16	0.96	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
LIHC	LIHC-DD-A116-TP	RNA	chr19	HBV	NC_003977_3182nt_Hepatitis_B_virus~340~-~chr19~35722994~+	33.61	28.14	0.26	0.99	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
LIHC	LIHC-DD-A116-TP	RNA	chr19	HBV	chr19~35764937~+~NC_003977_3182nt_Hepatitis_B_virus~338~+	88.20	67.08	0.39	1.00	AC002398.12^ENSG00000267328.1,HSPB6^ENSG00000004776.10,PROSER3^ENSG00000167595.13,AC002398.13^ENSG00000267049.1,ARHGAP33^ENSG00000004777.17
LIHC	LIHC-DD-A116-TP	RNA	chr19	HBV	chr19~35762357~+~NC_003977_3182nt_Hepatitis_B_virus~338~+	101.70	76.10	0.42	1.00	AC002398.11^ENSG00000267439.1,LIN37^ENSG00000267796.6,AC002398.12^ENSG00000267328.1,HSPB6^ENSG00000004776.10,PROSER3^ENSG00000167595.13,AC002398.13^ENSG00000267049.1
LIHC	LIHC-DD-A116-TP	RNA	chr19	HBV	NC_003977_3182nt_Hepatitis_B_virus~2443~+~chr19~35722994~+	33.61	28.14	0.26	0.99	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
CESC	CESC-4J-AA1J-TP	RNA	chr14	HPV18	chr14~68516574~+~HPV18~2703~+	14.25	14.30	-0.01	0.49	RAD51B^ENSG00000182185.17
CESC	CESC-4J-AA1J-TP	RNA	chr14	HPV18	chr14~68516515~+~HPV18~883~-	14.25	14.30	-0.01	0.50	RAD51B^ENSG00000182185.17
CESC	CESC-4J-AA1J-TP	RNA	chr14	HPV18	chr14~68516574~+~HPV18~2863~-	14.25	14.30	-0.01	0.50	RAD51B^ENSG00000182185.17
CESC	CESC-HM-A3JJ-TP	RNA	chr7	HPV16	chr7~6331236~+~HPV16~881~-	22.15	17.76	0.32	1.00	FAM220A^ENSG00000178397.11
CESC	CESC-HM-A3JJ-TP	RNA	chr7	HPV16	chr7~6331236~+~HPV16~227~-	22.15	17.76	0.32	1.00	FAM220A^ENSG00000178397.11
CESC	CESC-HM-A3JJ-TP	RNA	chr9	HPV16	HPV16~227~+~chr9~97121577~+	12.27	10.42	0.24	0.72	FAM220CP^ENSG00000213612.3
CESC	CESC-HM-A3JJ-TP	RNA	chr7	HPV16	HPV16~408~-~chr7~6348572~+	22.15	17.76	0.32	1.00	FAM220A^ENSG00000178397.11
LIHC	LIHC-CC-A5UD-TP	RNA	chr8	HBV	NC_003977_3182nt_Hepatitis_B_virus~1785~+~chr8~124246961~+	21.92	5.89	1.90	1.00	RP11-37N22.1^ENSG00000214803.3
LIHC	LIHC-CC-A5UD-TP	RNA	chr8	HBV	NC_003977_3182nt_Hepatitis_B_virus~1647~-~chr8~124246961~+	21.92	5.89	1.90	1.00	RP11-37N22.1^ENSG00000214803.3
LIHC	LIHC-CC-A5UD-TP	RNA	chr8	HBV	chr8~124247086~+~NC_003977_3182nt_Hepatitis_B_virus~1789~-	21.92	5.89	1.90	1.00	RP11-37N22.1^ENSG00000214803.3
CESC	CESC-MU-A8JM-TP	RNA	chr1	HPV16	chr1~171203989~+~HPV16~881~-	43.36	18.08	1.26	1.00	FMO2^ENSG00000094963.12,RP1-127D3.4^ENSG00000225243.4
CESC	CESC-MU-A8JM-TP	RNA	chr1	HPV16	chr1~171196940~+~HPV16~210~-	43.36	18.08	1.26	1.00	FMO2^ENSG00000094963.12,RP1-127D3.4^ENSG00000225243.4
CESC	CESC-MU-A8JM-TP	RNA	chr1	HPV16	chr1~171204912~+~HPV16~1249~-	43.36	18.08	1.26	1.00	FMO2^ENSG00000094963.12,RP1-127D3.4^ENSG00000225243.4
CESC	CESC-MU-A8JM-TP	RNA	chr1	HPV16	chr1~171203989~+~HPV16~227~-	43.36	18.08	1.26	1.00	FMO2^ENSG00000094963.12,RP1-127D3.4^ENSG00000225243.4
CESC	CESC-MU-A8JM-TP	RNA	chr1	HPV16	chr1~171203992~+~HPV16~711~+	43.36	18.08	1.26	1.00	FMO2^ENSG00000094963.12,RP1-127D3.4^ENSG00000225243.4
CESC	CESC-R2-A69V-TP	RNA	chr2	HPV39	HPV39~944~+~chr2~218889983~+	18.65	15.28	0.29	0.95	WNT10A^ENSG00000135925.7
CESC	CESC-R2-A69V-TP	RNA	chr2	HPV39	HPV39~944~+~chr2~218892773~+	31.68	19.77	0.68	1.00	WNT10A^ENSG00000135925.7,LINC01494^ENSG00000228135.1
CESC	CESC-C5-A7CK-TP	RNA	chr12	HPV16	HPV16~3569~+~chr12~53100794~+	36.71	27.18	0.43	1.00	IGFBP6^ENSG00000167779.6,SOAT2^ENSG00000167780.10
CESC	CESC-C5-A7CK-TP	RNA	chr12	HPV16	HPV16~3571~+~chr12~53102024~+	36.71	27.18	0.43	1.00	IGFBP6^ENSG00000167779.6,SOAT2^ENSG00000167780.10
CESC	CESC-C5-A7CK-TP	RNA	chr12	HPV16	chr12~53100784~+~HPV16~3424~+	36.71	27.18	0.43	1.00	IGFBP6^ENSG00000167779.6,SOAT2^ENSG00000167780.10
CESC	CESC-C5-A7CK-TP	RNA	chr12	HPV16	HPV16~892~+~chr12~53102042~+	36.71	27.18	0.43	1.00	IGFBP6^ENSG00000167779.6,SOAT2^ENSG00000167780.10
CESC	CESC-C5-A7CK-TP	RNA	chr12	HPV16	chr12~53098294~+~HPV16~3424~+	36.71	27.18	0.43	1.00	IGFBP6^ENSG00000167779.6,SOAT2^ENSG00000167780.10
CESC	CESC-C5-A7CK-TP	RNA	chr12	HPV16	HPV16~1241~+~chr12~53100794~+	36.71	27.18	0.43	1.00	IGFBP6^ENSG00000167779.6,SOAT2^ENSG00000167780.10
CESC	CESC-C5-A7CK-TP	RNA	chr12	HPV16	HPV16~227~+~chr12~53101040~+	36.71	27.18	0.43	1.00	IGFBP6^ENSG00000167779.6,SOAT2^ENSG00000167780.10
CESC	CESC-C5-A7CK-TP	RNA	chr17	HPV16	chr17~20504116~+~HPV16~3401~+	39.73	31.12	0.35	0.70	KRT16P5^ENSG00000230088.1,KRT16P3^ENSG00000214822.7,RP11-434D2.7^ENSG00000266925.1,KRT17P6^ENSG00000231645.2
CESC	CESC-C5-A7CK-TP	RNA	chr17	HPV16	chr17~16832446~+~HPV16~3401~+	43.25	38.54	0.17	0.60	KRT16P6^ENSG00000226145.6,KRT16P2^ENSG00000227300.11,KRT17P1^ENSG00000131885.15
CESC	CESC-C5-A7CK-TP	RNA	chr17	HPV16	chr17~41586566~+~HPV16~3401~+	26.34	20.69	0.35	0.87	KRT14^ENSG00000186847.5
CESC	CESC-BI-A0VR-TP	RNA	chr1	HPV16	chr1~150560698~+~HPV16~3501~+	38.42	63.08	-0.72	0.07	RP11-54A4.2^ENSG00000237781.3,ADAMTSL4^ENSG00000143382.12,MIR4257^ENSG00000264553.1,ADAMTSL4-AS1^ENSG00000203804.4,Metazoa_SRP^ENSG00000277452.1,Metazoa_SRP^ENSG00000274963.1
HNSC	HNSC-BB-7864-TP	RNA	chr12	HPV56	chr12~90905865~+~HPV56~911~-	0.00	1.25	-6.97	0.42	CCER1^ENSG00000197651.4
HNSC	HNSC-BB-7864-TP	RNA	chr12	HPV56	chr12~90916575~+~HPV56~2467~-	0.00	4.96	-8.96	0.30	CCER1^ENSG00000197651.4,LINC00615^ENSG00000196243.5
HNSC	HNSC-BB-7864-TP	RNA	chr12	HPV56	chr12~90905865~+~HPV56~162~-	0.00	1.25	-6.97	0.47	CCER1^ENSG00000197651.4
HNSC	HNSC-BB-7864-TP	RNA	chr12	HPV56	chr12~90916258~+~HPV56~912~-	0.00	4.96	-8.96	0.33	CCER1^ENSG00000197651.4,LINC00615^ENSG00000196243.5
HNSC	HNSC-BB-7864-TP	RNA	chr12	HPV56	chr12~90905847~+~HPV56~842~+	0.00	1.25	-6.97	0.31	CCER1^ENSG00000197651.4
LIHC	LIHC-CC-A8HU-TP	RNA	chr4	HBV	NC_003977_3182nt_Hepatitis_B_virus~1860~+~chr4~80696551~+	8.13	2.49	1.70	0.85	C4orf22^ENSG00000197826.10
CESC	CESC-VS-A8EH-TP	RNA	chr13	HPV16	HPV16~6719~-~chr13~23839881~+	17.09	16.79	0.03	0.68	MIPEP^ENSG00000027001.8
KIRC	KIRC-T7-A92I-TP	RNA	chr19	HPV51	HPV51~1610~+~chr19~12790871~+	76.91	78.24	-0.02	0.43	HOOK2^ENSG00000095066.10,Metazoa_SRP^ENSG00000280783.1,CTD-2659N19.9^ENSG00000267212.1,MIR5684^ENSG00000263800.1,JUNB^ENSG00000171223.5,PRDX2^ENSG00000167815.10,CTD-2659N19.10^ENSG00000267062.1
LIHC	LIHC-CC-5259-TP	RNA	chr17	HBV	chr17~31222324~+~NC_003977_3182nt_Hepatitis_B_virus~875~-	16.43	15.60	0.08	0.93	NF1^ENSG00000196712.15
HNSC	HNSC-CR-6472-TP	RNA	chr16	HPV16	HPV16~881~+~chr16~1562023~+	48.81	46.02	0.08	0.95	IFT140^ENSG00000187535.12,TMEM204^ENSG00000131634.12,LA16c-380F5.3^ENSG00000280231.1
HNSC	HNSC-CR-6472-TP	RNA	chr16	HPV16	HPV16~881~+~chr16~1565883~+	19.01	15.49	0.30	1.00	IFT140^ENSG00000187535.12
HNSC	HNSC-CR-6472-TP	RNA	chr16	HPV16	HPV16~2423~+~chr16~1561946~+	48.81	46.02	0.08	0.95	IFT140^ENSG00000187535.12,TMEM204^ENSG00000131634.12,LA16c-380F5.3^ENSG00000280231.1
HNSC	HNSC-CR-6472-TP	RNA	chr16	HPV16	HPV16~227~+~chr16~1565687~+	19.01	15.49	0.30	1.00	IFT140^ENSG00000187535.12
CESC	CESC-C5-A1MI-TP	RNA	chr7	HPV18	HPV18~930~+~chr7~130939239~+	37.96	28.04	0.44	0.98	RP11-138A9.1^ENSG00000271204.1,RP11-138A9.2^ENSG00000273319.1,LINC-PINT^ENSG00000231721.5
CESC	CESC-C5-A1MI-TP	RNA	chr7	HPV18	HPV18~2986~+~chr7~130934023~+	46.18	37.63	0.30	0.89	AC016831.7^ENSG00000233559.1,RP11-138A9.1^ENSG00000271204.1,RP11-138A9.2^ENSG00000273319.1,LINC-PINT^ENSG00000231721.5
CESC	CESC-C5-A1MI-TP	RNA	chr7	HPV18	HPV18~234~+~chr7~130939239~+	37.96	28.04	0.44	0.98	RP11-138A9.1^ENSG00000271204.1,RP11-138A9.2^ENSG00000273319.1,LINC-PINT^ENSG00000231721.5
CESC	CESC-C5-A1MI-TP	RNA	chr7	HPV18	HPV18~839~-~chr7~130939237~+	37.96	28.04	0.44	0.98	RP11-138A9.1^ENSG00000271204.1,RP11-138A9.2^ENSG00000273319.1,LINC-PINT^ENSG00000231721.5
CESC	CESC-C5-A1MI-TP	RNA	chr7	HPV18	HPV18~931~+~chr7~130938080~+	46.18	37.63	0.30	0.89	AC016831.7^ENSG00000233559.1,RP11-138A9.1^ENSG00000271204.1,RP11-138A9.2^ENSG00000273319.1,LINC-PINT^ENSG00000231721.5
CESC	CESC-C5-A1MI-TP	RNA	chr7	HPV18	chr7~130939273~+~HPV18~913~-	37.96	28.04	0.44	0.98	RP11-138A9.1^ENSG00000271204.1,RP11-138A9.2^ENSG00000273319.1,LINC-PINT^ENSG00000231721.5
CESC	CESC-C5-A1MI-TP	RNA	chr17	HPV18	HPV18~854~-~chr17~4955815~+	58.58	56.23	0.06	0.89	PFN1^ENSG00000108518.7,ENO3^ENSG00000108515.16,SPAG7^ENSG00000091640.6
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	HPV16~881~+~chr3~181739568~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	chr3~181563929~+~HPV16~408~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	chr3~181699884~+~HPV16~3360~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6,SOX2OT_exon3^ENSG00000276690.1,AC117415.1^ENSG00000281596.1
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	HPV16~227~+~chr3~181739568~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	HPV16~6129~-~chr3~181686270~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	chr3~181563929~+~HPV16~3357~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	HPV16~814~+~chr3~181741199~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	chr3~181719426~+~HPV16~3748~-	59.79	29.61	1.01	1.00	SOX2-OT^ENSG00000242808.6,SOX2^ENSG00000181449.3,SOX2OT_exon4^ENSG00000278026.1
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	HPV16~1295~-~chr3~181670026~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	chr3~181715293~+~HPV16~3357~+	59.79	29.61	1.01	1.00	SOX2-OT^ENSG00000242808.6,SOX2^ENSG00000181449.3,SOX2OT_exon4^ENSG00000278026.1
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	HPV16~2689~+~chr3~181733396~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	chr3~181744160~+~HPV16~7437~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	chr3~181691989~+~HPV16~3284~-	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6,SOX2OT_exon3^ENSG00000276690.1,AC117415.1^ENSG00000281596.1
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	HPV16~7153~+~chr3~181739568~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	chr3~181715293~+~HPV16~932~-	59.79	29.61	1.01	1.00	SOX2-OT^ENSG00000242808.6,SOX2^ENSG00000181449.3,SOX2OT_exon4^ENSG00000278026.1
CESC	CESC-VS-A8EC-TP	RNA	chr3	HPV16	chr3~181595693~+~HPV16~231~+	20.26	10.53	0.94	1.00	SOX2-OT^ENSG00000242808.6
LIHC	LIHC-CC-A3MB-TP	RNA	chr5	HBV	chr5~1272281~+~NC_003977_3182nt_Hepatitis_B_virus~2447~-	19.27	10.78	0.84	0.98	TERT^ENSG00000164362.17
LIHC	LIHC-CC-A3MB-TP	RNA	chr5	HBV	chr5~1271209~+~NC_003977_3182nt_Hepatitis_B_virus~1728~-	19.27	10.78	0.84	0.98	TERT^ENSG00000164362.17
LIHC	LIHC-CC-A3MB-TP	RNA	chr5	HBV	chr5~1272281~+~NC_003977_3182nt_Hepatitis_B_virus~461~-	19.27	10.78	0.84	0.98	TERT^ENSG00000164362.17
LIHC	LIHC-CC-A3MB-TP	RNA	chr5	HBV	chr5~1268637~+~NC_003977_3182nt_Hepatitis_B_virus~2071~-	19.27	10.78	0.84	0.98	TERT^ENSG00000164362.17
LIHC	LIHC-CC-A3MB-TP	RNA	chr5	HBV	chr5~1271209~+~NC_003977_3182nt_Hepatitis_B_virus~463~-	19.27	10.78	0.84	0.98	TERT^ENSG00000164362.17
LIHC	LIHC-CC-A3MB-TP	RNA	chr2	HBV	chr2~201844619~+~NC_003977_3182nt_Hepatitis_B_virus~1711~-	0.00	5.53	-9.11	0.17	CDK15^ENSG00000138395.13,AC007242.1^ENSG00000221374.1
LIHC	LIHC-CC-A3MB-TP	RNA	chr5	HBV	chr5~1273263~+~NC_003977_3182nt_Hepatitis_B_virus~1754~-	19.27	10.78	0.84	0.98	TERT^ENSG00000164362.17
LUSC	LUSC-98-A538-TP	RNA	chr16	HPV16	chr16~88696794~+~HPV16~881~-	44.62	49.59	-0.15	0.12	SNAI3-AS1^ENSG00000260630.5,AC138028.1^ENSG00000280603.1,RNF166^ENSG00000158717.9,RP5-1142A6.5^ENSG00000259813.1,CTU2^ENSG00000174177.11
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	chr17~60122077~+~HPV16~881~-	45.14	16.45	1.46	1.00	CTD-2319I12.3^ENSG00000267295.1,CTD-2319I12.9^ENSG00000277532.1,CTD-2319I12.4^ENSG00000267248.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	chr17~60025513~+~HPV16~3357~+	22.02	5.96	1.88	0.98	TBC1D3P1^ENSG00000238283.3,RP11-178C3.7^ENSG00000275860.1,RP11-178C3.8^ENSG00000274378.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	HPV16~1385~-~chr17~60118725~+	45.14	16.45	1.46	1.00	CTD-2319I12.3^ENSG00000267295.1,CTD-2319I12.9^ENSG00000277532.1,CTD-2319I12.4^ENSG00000267248.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	chr17~60027821~+~HPV16~1385~+	10.12	1.99	2.34	0.90	RP11-178C3.7^ENSG00000275860.1,RP11-178C3.8^ENSG00000274378.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	HPV16~886~+~chr17~60025372~+	22.02	5.96	1.88	0.98	TBC1D3P1^ENSG00000238283.3,RP11-178C3.7^ENSG00000275860.1,RP11-178C3.8^ENSG00000274378.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	chr17~60121174~+~HPV16~886~-	45.14	16.45	1.46	1.00	CTD-2319I12.3^ENSG00000267295.1,CTD-2319I12.9^ENSG00000277532.1,CTD-2319I12.4^ENSG00000267248.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	chr17~60025513~+~HPV16~2708~+	22.02	5.96	1.88	0.98	TBC1D3P1^ENSG00000238283.3,RP11-178C3.7^ENSG00000275860.1,RP11-178C3.8^ENSG00000274378.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	HPV16~1927~+~chr17~60023568~+	22.02	5.96	1.88	0.98	TBC1D3P1^ENSG00000238283.3,RP11-178C3.7^ENSG00000275860.1,RP11-178C3.8^ENSG00000274378.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	chr17~60122978~+~HPV16~1927~-	45.14	16.45	1.46	1.00	CTD-2319I12.3^ENSG00000267295.1,CTD-2319I12.9^ENSG00000277532.1,CTD-2319I12.4^ENSG00000267248.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	chr17~60027033~+~HPV16~3357~+	22.02	5.96	1.88	0.98	TBC1D3P1^ENSG00000238283.3,RP11-178C3.7^ENSG00000275860.1,RP11-178C3.8^ENSG00000274378.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	chr17~60027306~+~HPV16~2702~+	22.02	5.96	1.88	0.98	TBC1D3P1^ENSG00000238283.3,RP11-178C3.7^ENSG00000275860.1,RP11-178C3.8^ENSG00000274378.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	HPV16~3357~-~chr17~60121033~+	45.14	16.45	1.46	1.00	CTD-2319I12.3^ENSG00000267295.1,CTD-2319I12.9^ENSG00000277532.1,CTD-2319I12.4^ENSG00000267248.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	HPV16~2702~-~chr17~60119240~+	45.14	16.45	1.46	1.00	CTD-2319I12.3^ENSG00000267295.1,CTD-2319I12.9^ENSG00000277532.1,CTD-2319I12.4^ENSG00000267248.1
CESC	CESC-VS-A8EB-TP	RNA	chr17	HPV16	chr17~60024650~+~HPV16~3357~+	22.02	5.96	1.88	0.98	TBC1D3P1^ENSG00000238283.3,RP11-178C3.7^ENSG00000275860.1,RP11-178C3.8^ENSG00000274378.1
