Chromosome	hotspot_coord	hotspot	hotspot_sample_counts	proj_label	viruses	insert_genes	insert_gene_count
chr14	73038638	chr14:73038638	5	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,HPV18,NC_001702_8135nt_Murine_type_C_retrovirus,NC_007815_8197nt_PreXMRV_1	RBM25	2
chr14	94712936	chr14:94712936	5	CCLE,GTEx,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr	RP11-986E7.2~RPSAP4	2
chr14	103532492	chr14:103532492	5	CCLE,GTEx,NATGEN2015	NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV16,Eppstein-Barr	MARK3~CKB	2
chr14	104902320	chr14:104902320	5	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV33,NC_006430_15246nt_Mammalian_orthorubulavirus_5,HPV16	AHNAK2	1
chr15	34371736	chr15:34371736	5	CCLE,GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV33	GOLGA8A	3
chr15	64125579	chr15:64125579	5	CCLE,GTEx,TCGA^LIHC	NC_001501_8332nt_Moloney_murine_leukemia_virus,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr,HBV	SNX1	2
chr16	642320	chr16:642320	5	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV33,HPV16	LA16c-349E10.1;WDR90;MSLN	1
chr16	1778456	chr16:1778456	5	CCLE,GTEx,TCGA^HNSC	NC_009333_137969nt_Human_gammaherpesvirus_8,HPV16,Eppstein-Barr	EME2;SPSB3	1
chr16	30751002	chr16:30751002	5	CCLE,GTEx,NATGEN2015	HPV33,HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,NC_009333_137969nt_Human_gammaherpesvirus_8,Eppstein-Barr	RNF40	2
chr16	56608871	chr16:56608871	5	CCLE,GTEx,GTEx,GTEx,GTEx	NC_001806_152222nt_Human_alphaherpesvirus_1,NC_001501_8332nt_Moloney_murine_leukemia_virus	MT2A	5
chr16	88808010	chr16:88808010	5	CCLE,GTEx,NATGEN2015	HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1,Eppstein-Barr	GALNS	3
chr17	2018329	chr17:2018329	5	CCLE,GTEx,NATGEN2015	HPV16,Eppstein-Barr	DPH1	3
chr17	4555620	chr17:4555620	5	CCLE,GTEx,NATGEN2015	HPV16,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus	MYBBP1A	1
chr17	35844678	chr17:35844678	5	CCLE,GTEx	Eppstein-Barr,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,NC_001702_8135nt_Murine_type_C_retrovirus	TAF15	5
chr17	38753301	chr17:38753301	5	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16	CWC25	2
chr17	42251640	chr17:42251640	5	CCLE,GTEx	Eppstein-Barr,NC_000858_9028nt_Simian_T_lymphotropic_virus_1,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	STAT5A	2
chr17	57981786	chr17:57981786	5	CCLE,GTEx,NATGEN2015,TCGA^CESC	NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV16,Eppstein-Barr	CUEDC1	2
chr17	82287745	chr17:82287745	5	CCLE,GTEx,NATGEN2015,TCGA^LIHC	HBV,HPV16,Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,HPV33	SECTM1~TEX19	2
chr17	82447119	chr17:82447119	5	CCLE,GTEx,GTEx	Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1	C17orf62	5
chr18	12690406	chr18:12690406	5	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr,HPV18	PTPN2	2
chr18	21637374	chr18:21637374	5	CCLE,GTEx,GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV18,HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1	ABHD3	1
chr19	2156085	chr19:2156085	5	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16,HPV33	DOT1L	3
chr19	14448763	chr19:14448763	5	CCLE,GTEx,NATGEN2015	HPV33,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16,Eppstein-Barr	CD97	2
chr19	16525587	chr19:16525587	5	CCLE,NATGEN2015,TCGA^CESC	HPV16,NC_009333_137969nt_Human_gammaherpesvirus_8	C19orf44	1
chr19	38841517	chr19:38841517	5	CCLE,GTEx,TCGA^CESC	HPV16,NC_007815_8197nt_PreXMRV_1,HPV18,Eppstein-Barr	CTC-360G5.6;RINL	2
chr19	45800848	chr19:45800848	5	CCLE,GTEx,NATGEN2015	HPV33,Eppstein-Barr,HPV16	SYMPK	2
chr19	46612006	chr19:46612006	5	CCLE,GTEx	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus	CALM3;CTB-12A17.3	3
chr2	120837636	chr2:120837636	5	CCLE,NATGEN2015,TCGA^KIRC,TCGA^LIHC	HBV,HPV16,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,NC_000858_9028nt_Simian_T_lymphotropic_virus_1	GLI2	5
chr2	172518935	chr2:172518935	5	CCLE,GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	AC093818.1	2
chr2	218253844	chr2:218253844	5	CCLE,GTEx	Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus	ARPC2	3
chr2	240583493	chr2:240583493	5	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV16	CAPN10	2
chr20	31669711	chr20:31669711	5	CCLE,NATGEN2015,TCGA^BLCA,TCGA^CESC	NC_007815_8197nt_PreXMRV_1,HPV16,HPV31	BCL2L1;RP11-243J16.7	3
chr20	35054116	chr20:35054116	5	CCLE,GTEx,TCGA^CESC,TCGA^LIHC	NC_001501_8332nt_Moloney_murine_leukemia_virus,HBV,Eppstein-Barr,HPV31	TRPC4AP	4
chr20	45928533	chr20:45928533	5	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus	CTSA	1
chr20	63795459	chr20:63795459	5	CCLE,GTEx,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV33	ZBTB46	2
chr22	35833162	chr22:35833162	5	CCLE,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,NC_007815_8197nt_PreXMRV_1,HPV16	RBFOX2	5
chr3	139325756	chr3:139325756	5	CCLE,NATGEN2015	HPV33,HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	MRPS22	2
chr4	105488433	chr4:105488433	5	CCLE,GTEx,NATGEN2015	HPV33,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr	EEF1A1P9	4
chr5	17547285	chr5:17547285	5	CCLE,NATGEN2015,TCGA^CESC	HPV16,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	RP11-321E2.9~RP11-432M8.2	3
chr5	56481487	chr5:56481487	5	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16	RPL26P19	2
chr5	137772642	chr5:137772642	5	CCLE,GTEx,NATGEN2015	HPV16,Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus	HNRNPA0	4
chr5	140663617	chr5:140663617	5	CCLE,GTEx,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,HPV16,Eppstein-Barr	HARS	1
chr5	150107551	chr5:150107551	5	CCLE,GTEx,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr	CSF1R	2
chr6	35379095	chr6:35379095	5	CCLE,NATGEN2015,TCGA^LIHC	NC_001501_8332nt_Moloney_murine_leukemia_virus,HBV,NC_009333_137969nt_Human_gammaherpesvirus_8,HPV16	PPARD	3
chr7	76062506	chr7:76062506	5	CCLE,GTEx,NATGEN2015	NC_007815_8197nt_PreXMRV_1,Eppstein-Barr,HPV11	MDH2	5
chr8	144568897	chr8:144568897	5	CCLE,NATGEN2015	HPV11,HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,HPV33	ARHGAP39	2
chr9	35706374	chr9:35706374	5	CCLE,GTEx,NATGEN2015,TCGA^STAD	Eppstein-Barr,HPV16,NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	TLN1	2
chr9	122274113	chr9:122274113	5	CCLE,GTEx,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,NC_007815_8197nt_PreXMRV_1,Eppstein-Barr,HPV33,HPV16	MRRF	2
chrX	53239398	chrX:53239398	5	CCLE,GTEx,NATGEN2015	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr	IQSEC2	3
chr1	1633186	chr1:1633186	5	GTEx,NATGEN2015,TCGA^LIHC	HPV16,HPV33,HBV,Eppstein-Barr,HPV58	CDK11B;CDK11A	2
chr1	2354768	chr1:2354768	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,HPV11,Eppstein-Barr	MORN1	3
chr1	2535998	chr1:2535998	5	GTEx,NATGEN2015	HPV16,Eppstein-Barr	TNFRSF14	2
chr1	15790324	chr1:15790324	5	GTEx,NATGEN2015,TCGA^HNSC	HPV16,HPV33,Eppstein-Barr	UQCRHL	2
chr1	16496724	chr1:16496724	5	GTEx,GTEx,GTEx,NATGEN2015	NC_001806_152222nt_Human_alphaherpesvirus_1,Eppstein-Barr,HPV33	NECAP2	2
chr1	27368263	chr1:27368263	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr	CD164L2~RP1-144C9.2	2
chr1	112668520	chr1:112668520	5	GTEx,NATGEN2015	HPV11,Eppstein-Barr,HPV33	CAPZA1	3
chr1	114711187	chr1:114711187	5	GTEx,NATGEN2015	HPV16,Eppstein-Barr	NRAS	3
chr1	144472371	chr1:144472371	5	GTEx,NATGEN2015	NC_001806_152222nt_Human_alphaherpesvirus_1,HPV16,HPV58	NBPF15	2
chr1	145478504	chr1:145478504	5	GTEx,NATGEN2015	HPV16,HPV11,NC_001806_152222nt_Human_alphaherpesvirus_1	CH17-262O2.1~NBPF25P	2
chr1	149924267	chr1:149924267	5	GTEx,NATGEN2015	Eppstein-Barr,HPV33,HPV31	OTUD7B	2
chr1	150567872	chr1:150567872	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr	MCL1	2
chr1	156476492	chr1:156476492	5	GTEx,NATGEN2015	Eppstein-Barr,HPV16	MEF2D	2
chr1	171657547	chr1:171657547	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,HPV45,HPV33	VAMP4	2
chr1	201450518	chr1:201450518	5	GTEx,NATGEN2015	HPV58,Eppstein-Barr,HPV16	PHLDA3	3
chr1	202201031	chr1:202201031	5	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV33,HPV11	LGR6	4
chr1	206026186	chr1:206026186	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr	C1orf186	3
chr1	206750053	chr1:206750053	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,HPV18,Eppstein-Barr,HPV33	IL10~IL19	2
chr10	3161766	chr10:3161766	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,HPV33,Eppstein-Barr	PFKP	3
chr10	84159125	chr10:84159125	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,HPV58,HPV33,Eppstein-Barr	HMGN2P8~RP11-338I21.1	2
chr10	100523767	chr10:100523767	5	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV58	NDUFB8	2
chr11	611834	chr11:611834	5	GTEx,NATGEN2015,TCGA^CESC	HPV11,Eppstein-Barr,HPV16,HPV58	DEAF1	2
chr11	67406360	chr11:67406360	5	GTEx,TCGA^CESC	Eppstein-Barr,HPV16	CORO1B~GPR152	1
chr11	68033124	chr11:68033124	5	GTEx,NATGEN2015	Eppstein-Barr,HPV33	TCIRG1	3
chr11	72139764	chr11:72139764	5	GTEx,NATGEN2015,TCGA^LIHC	Eppstein-Barr,HPV33,HPV16,HPV11,HBV	AP000593.5~AP000593.6	2
chr11	93481510	chr11:93481510	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,HPV58	SMCO4	3
chr12	97714995	chr12:97714995	5	GTEx,GTEx,GTEx,NATGEN2015	HPV33,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV16	RP11-1016B18.1	3
chr12	112439596	chr12:112439596	5	GTEx,NATGEN2015	HPV16,HPV33,Eppstein-Barr	PTPN11	2
chr12	131430518	chr12:131430518	5	GTEx,NATGEN2015	HPV11,HPV33,HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1	RP13-507P19.1~RP11-897M7.3	4
chr13	48418363	chr13:48418363	5	GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16,HPV33	RB1;LPAR6	3
chr13	113793298	chr13:113793298	5	GTEx,NATGEN2015	HPV11,HPV33,HPV16,Eppstein-Barr	TMEM255B	2
chr14	21391587	chr14:21391587	5	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV11	SUPT16H	3
chr14	64233807	chr14:64233807	5	GTEx,NATGEN2015	HPV16,Eppstein-Barr	SYNE2;ESR2	3
chr14	99012229	chr14:99012229	5	GTEx,NATGEN2015,TCGA^CESC,TCGA^LIHC	NC_001806_152222nt_Human_alphaherpesvirus_1,HPV16,HPV33,HBV	AL162151.3~AL162151.4	3
chr14	105954778	chr14:105954778	5	GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16,HPV11	IGH-@-ext;IGH@-ext	3
chr14	106130369	chr14:106130369	5	GTEx	Eppstein-Barr	IGH-@-ext;IGH@-ext	5
chr15	74816747	chr15:74816747	5	GTEx	Eppstein-Barr	CSK	3
chr16	31434651	chr16:31434651	5	GTEx,NATGEN2015,TCGA^LIHC	HBV,HPV16,Eppstein-Barr	RP11-452L6.1	2
chr16	56938515	chr16:56938515	5	GTEx,NATGEN2015,TCGA^LIHC	HPV16,HBV,HPV58,Eppstein-Barr	HERPUD1	3
chr17	1598590	chr17:1598590	5	GTEx,NATGEN2015	HPV33,Eppstein-Barr	SLC43A2	3
chr17	45115529	chr17:45115529	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV33	PLCD3	3
chr17	59696282	chr17:59696282	5	GTEx,NATGEN2015,TCGA^CESC	HPV45,HPV16,Eppstein-Barr	CLTC;PTRH2	2
chr17	75453540	chr17:75453540	5	GTEx,NATGEN2015,TCGA^CESC	HPV58,HPV16,Eppstein-Barr	KIAA0195	2
chr19	192533	chr19:192533	5	GTEx,NATGEN2015,TCGA^CESC	HPV33,HPV16,HPV58,NC_001806_152222nt_Human_alphaherpesvirus_1	AC092299.1~RNU6-1076P	4
chr19	4351259	chr19:4351259	5	GTEx,NATGEN2015	HPV11,HPV33,HPV16,Eppstein-Barr	SH3GL1	3
chr19	43523641	chr19:43523641	5	GTEx,NATGEN2015	Eppstein-Barr,HPV11,HPV33,HPV16	PHLDB3	2
chr19	47084055	chr19:47084055	5	GTEx,NATGEN2015	HPV16,Eppstein-Barr	SAE1	2
chr19	55685626	chr19:55685626	5	GTEx,TCGA^CESC	HPV16,Eppstein-Barr	EPN1	3
chr2	3580807	chr2:3580807	5	GTEx,NATGEN2015	Eppstein-Barr,HPV59,HPV11,HPV16	RPS7~AC010907.2	2
chr2	9409346	chr2:9409346	5	GTEx,NATGEN2015	Eppstein-Barr,HPV33,HPV16	ITGB1BP1	3
chr2	101005104	chr2:101005104	5	GTEx,NATGEN2015	Eppstein-Barr,HPV16	RPL31	2
chr2	241594641	chr2:241594641	5	GTEx,GTEx,GTEx,NATGEN2015	HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV33,Eppstein-Barr	THAP4	3
chr20	53609283	chr20:53609283	5	GTEx,NATGEN2015	Eppstein-Barr,HPV11,HPV58,HPV33	AC005808.3	1
chr21	43770589	chr21:43770589	5	GTEx,TCGA^CESC,TCGA^HNSC	Eppstein-Barr,HPV16,HPV18	PDXK	2
chr22	21528571	chr22:21528571	5	GTEx,NATGEN2015,TCGA^LIHC	HPV31,HPV16,HBV,HPV33,Eppstein-Barr	HIC2	2
chr3	13305137	chr3:13305137	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,HPV33,Eppstein-Barr	NUP210	4
chr3	156510019	chr3:156510019	5	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr	KCNAB1	2
chr3	183047200	chr3:183047200	5	GTEx,GTEx,NATGEN2015,TCGA^LIHC	HBV,Eppstein-Barr,HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1	MCCC1	3
chr4	1724573	chr4:1724573	5	GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV18,HPV33,HPV16	TACC3	2
chr4	90833683	chr4:90833683	5	GTEx,GTEx,TCGA^CESC	HPV16,Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1	CCSER1	4
chr4	173340849	chr4:173340849	5	GTEx	Eppstein-Barr	HMGB2	4
chr5	77019997	chr5:77019997	5	GTEx,NATGEN2015	HPV11,HPV16,Eppstein-Barr,HPV33	AGGF1	3
chr6	13335540	chr6:13335540	5	GTEx,NATGEN2015	HPV59,Eppstein-Barr,HPV16	GFOD1	2
chr6	24689195	chr6:24689195	5	GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16,HPV33	C6orf62	2
chr6	158750452	chr6:158750452	5	GTEx,NATGEN2015,TCGA^CESC	HPV58,Eppstein-Barr,HPV33	EZR	3
chr6	163596684	chr6:163596684	5	GTEx,NATGEN2015	HPV16,Eppstein-Barr,HPV58	QKI	2
chr7	4645633	chr7:4645633	5	GTEx,NATGEN2015,TCGA^CESC,TCGA^LIHC	HBV,HPV11,HPV16,Eppstein-Barr	FOXK1	3
chr7	128104683	chr7:128104683	5	GTEx,NATGEN2015	HPV33,Eppstein-Barr,HPV16	SND1	3
chr7	128822965	chr7:128822965	5	GTEx,NATGEN2015	HPV33,HPV16,Eppstein-Barr	CALU	1
chr9	83993212	chr9:83993212	5	GTEx,NATGEN2015	Eppstein-Barr,HPV16	HNRNPK	3
chr9	89429033	chr9:89429033	5	GTEx,NATGEN2015	Eppstein-Barr,HPV11,HPV16	SEMA4D	4
chr9	124867862	chr9:124867862	5	GTEx	Eppstein-Barr	RPL35	4
chr9	131564706	chr9:131564706	5	GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16	RAPGEF1	4
chr9	137351302	chr9:137351302	5	GTEx,GTEx,NATGEN2015	HPV11,Eppstein-Barr,HPV16,HPV33,NC_001806_152222nt_Human_alphaherpesvirus_1	EXD3	4
chr1	2965443	chr1:2965443	5	NATGEN2015	HPV16,HPV18,HPV33	RP11-740P5.3~ACTRT2	4
chr1	3162747	chr1:3162747	5	NATGEN2015	HPV16,HPV11,HPV33	PRDM16	5
chr1	15330355	chr1:15330355	5	NATGEN2015,TCGA^CESC	HPV16,HPV33	FHAD1	3
chr1	29553351	chr1:29553351	5	NATGEN2015	HPV58,HPV16,HPV33	RP11-810H18.1~AC092265.1	5
chr1	123033534	chr1:123033534	5	NATGEN2015,TCGA^CESC	HPV16,HPV33,HPV18	RP11-344P13.1~CH17-333M13.2	5
chr1	124204288	chr1:124204288	5	NATGEN2015,TCGA^CESC	HPV33,HPV16	RP11-344P13.1~CH17-333M13.2	5
chr1	243345816	chr1:243345816	5	NATGEN2015	HPV16,HPV11,HPV33	SDCCAG8	4
chr10	39600907	chr10:39600907	5	NATGEN2015,TCGA^CESC	HPV16,HPV11,HPV59	RP11-96F8.1~KSR1P1	5
chr10	42962110	chr10:42962110	5	NATGEN2015	HPV33,HPV16	RP11-124O11.1~LINC01264	3
chr11	1405512	chr11:1405512	5	NATGEN2015,TCGA^CESC	HPV11,HPV33,HPV16,HPV18	BRSK2	4
chr11	45779033	chr11:45779033	5	NATGEN2015,TCGA^CESC	HPV16,HPV58	CHST1~MIR7154	1
chr11	134434867	chr11:134434867	5	NATGEN2015	HPV16,HPV33,HPV11	B3GAT1	2
chr12	8237788	chr12:8237788	5	NATGEN2015	HPV16,HPV33	ENPP7P5	1
chr12	34804881	chr12:34804881	5	NATGEN2015,TCGA^CESC	HPV16	RP13-7D7.1~RP11-125N22.4	5
chr12	36753435	chr12:36753435	5	NATGEN2015,TCGA^CESC	HPV16,HPV33	RP13-7D7.1~RP11-125N22.4	5
chr12	114223837	chr12:114223837	5	NATGEN2015,TCGA^CESC	HPV33,HPV16,HPV58,HPV18	GLULP5~RP11-139B1.1	3
chr12	132251339	chr12:132251339	5	NATGEN2015,TCGA^CESC	HPV16,HPV11,HPV33	GALNT9	5
chr13	71593151	chr13:71593151	5	NATGEN2015,TCGA^CESC	HPV58,HPV16	DACH1	5
chr13	114116440	chr13:114116440	5	NATGEN2015,TCGA^HNSC	HPV16,HPV33	RASA3	3
chr14	44646621	chr14:44646621	5	NATGEN2015,TCGA^CESC	HPV16,HPV33	RP11-163M18.1~RP11-398E10.1	5
chr14	56020102	chr14:56020102	5	NATGEN2015,TCGA^CESC	HPV18,HPV16	RP11-1012E15.2~AL163952.1	5
chr15	29041250	chr15:29041250	5	NATGEN2015	HPV16	APBA2	4
chr16	33327558	chr16:33327558	5	NATGEN2015	HPV16,HPV33	TP53TG3B~RP11-1277H1.3	3
chr16	37794830	chr16:37794830	5	NATGEN2015,TCGA^CESC	HPV16	PPP1R1AP2~ANKRD26P1	5
chr16	70008966	chr16:70008966	5	NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV16,HBV	PDXDC2P	3
chr16	88299138	chr16:88299138	5	NATGEN2015,TCGA^CESC,TCGA^LIHC	HBV,HPV58,HPV16,HPV33	LA16c-444G7.1	3
chr17	937376	chr17:937376	5	NATGEN2015,TCGA^CESC	HPV16	NXN	5
chr17	21988755	chr17:21988755	5	NATGEN2015,TCGA^CESC	HPV16,HPV33,HPV58	KCNJ18~AC144838.2	5
chr17	22382892	chr17:22382892	5	NATGEN2015,TCGA^CESC	HPV11,HPV18,HPV16	RP11-744K17.3~FLJ36000	5
chr17	79165058	chr17:79165058	5	NATGEN2015	HPV16,HPV58,HPV18	RBFOX3	5
chr17	82844803	chr17:82844803	5	NATGEN2015,TCGA^CESC	HPV33,HPV16	TBCD	5
chr18	15825213	chr18:15825213	5	NATGEN2015,TCGA^CESC	HPV11,HPV16	RNU6-721P~ROCK1	5
chr18	16872808	chr18:16872808	5	NATGEN2015,TCGA^CESC	HPV33,HPV16	RNU6-721P~ROCK1	5
chr18	18973602	chr18:18973602	5	NATGEN2015,TCGA^CESC	HPV16,HPV59	RNU6-721P~ROCK1	5
chr18	20370795	chr18:20370795	5	NATGEN2015,TCGA^CESC	HPV16,HPV33,HPV11	RNU6-721P~ROCK1	5
chr18	22237948	chr18:22237948	5	NATGEN2015,TCGA^CESC	HPV11,HPV16,HPV33	RP11-627G18.4~RP11-535A5.1	4
chr18	63074414	chr18:63074414	5	NATGEN2015,TCGA^CESC	HPV16,HPV33	PHLPP1~RP11-299P2.1	5
chr19	25438893	chr19:25438893	5	NATGEN2015,TCGA^CESC	HPV33,HPV16,HPV18	CTD-2027I19.2~CTB-151G24.2	5
chr19	26605116	chr19:26605116	5	NATGEN2015,TCGA^CESC	HPV16,HPV33	CTD-2027I19.2~CTB-151G24.2	5
chr19	42511526	chr19:42511526	5	NATGEN2015,TCGA^CESC	HPV33,HPV16,HPV58	LIPE-AS1;CEACAM1	4
chr2	1036059	chr2:1036059	5	NATGEN2015,TCGA^CESC	HPV16,HPV11,HPV33	SNTG2	5
chr2	90357850	chr2:90357850	5	NATGEN2015	HPV16,HPV11,HPV58,HPV33	CH17-132F21.5~AC018696.4	4
chr2	123663385	chr2:123663385	5	NATGEN2015,TCGA^CESC	HPV16	AC073409.1~AC092646.1	3
chr2	131770865	chr2:131770865	5	NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV16,HPV58,HPV33,HBV	C2orf27A~C2orf27B	3
chr2	141490913	chr2:141490913	5	NATGEN2015,TCGA^CESC	HPV16,HPV45,HPV59	LRP1B	5
chr2	145694586	chr2:145694586	5	NATGEN2015,TCGA^CESC,TCGA^HNSC	HPV16,HPV45,HPV18	AC079163.1~AC079248.1	5
chr2	182868994	chr2:182868994	5	NATGEN2015,TCGA^LIHC	HBV,HPV16,HPV33	NCKAP1	2
chr2	242160531	chr2:242160531	5	NATGEN2015,TCGA^LIHC	HPV58,HPV16,HPV33,HBV	ABC7-43041300I9.1~	2
chr20	26571427	chr20:26571427	5	NATGEN2015,TCGA^CESC	HPV16,HPV33,HPV11	MIR663AHG~CFTRP3	5
chr20	47753731	chr20:47753731	5	NATGEN2015,TCGA^CESC	HPV16	SULF2	4
chr21	10392948	chr21:10392948	5	NATGEN2015,TCGA^LIHC	HPV16,HBV,HPV11	VN1R7P~RP11-589M2.1	3
chr22	16506983	chr22:16506983	5	NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV16,HPV33,HBV,HPV52	KB-67B5.17~KB-67B5.12	2
chr22	16997665	chr22:16997665	5	NATGEN2015	HPV16	AC006548.28	5
chr22	18378709	chr22:18378709	5	NATGEN2015	HPV16,HPV33	AC011718.2	3
chr22	18869881	chr22:18869881	5	NATGEN2015	HPV16	AC008103.3	3
chr22	21327186	chr22:21327186	5	NATGEN2015,TCGA^LIHC	HPV16,HBV	KB-1183D5.13	2
chr22	37457330	chr22:37457330	5	NATGEN2015	HPV16,HPV33,HPV11,HPV58	MFNG	2
chr22	40130410	chr22:40130410	5	NATGEN2015,TCGA^CESC	HPV16,HPV18,HPV33	TNRC6B	5
chr22	44636257	chr22:44636257	5	NATGEN2015	HPV16,HPV33	ANP32BP2~PRR5	2
chr22	45549600	chr22:45549600	5	NATGEN2015,TCGA^CESC	HPV16,HPV18	FBLN1	2
chr22	48580926	chr22:48580926	5	NATGEN2015	HPV16,HPV18	FAM19A5	5
chr3	34284270	chr3:34284270	5	NATGEN2015	HPV16,HPV11	AC018359.1	4
chr3	105107263	chr3:105107263	5	NATGEN2015	HPV16	AC092913.1~ALCAM	3
chr3	156266536	chr3:156266536	5	NATGEN2015,TCGA^LIHC	HPV16,HBV,HPV33	KCNAB1	3
chr3	189115852	chr3:189115852	5	NATGEN2015,TCGA^CESC	HPV16,HPV58	TPRG1	5
chr4	28898	chr4:28898	5	NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV16,HBV	~BNIP3P41	4
chr4	49512162	chr4:49512162	5	NATGEN2015,TCGA^CESC	HPV11,HPV33,HPV16	RP11-241F15.3~RP11-241F15.5	5
chr4	69023369	chr4:69023369	5	NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV31,HPV16,HBV,HPV11,HPV33	UGT2B7;UGT2B11	4
chr4	86593178	chr4:86593178	5	NATGEN2015,TCGA^CESC	HPV16,HPV18	MAPK10	3
chr4	142661385	chr4:142661385	5	NATGEN2015,TCGA^CESC	HPV35,HPV33,HPV16	INPP4B;RP11-223C24.1	3
