humanchr	human_coord	Chromosome	Start	End	Gene_ID	min_dist_from_exon_end	exon_insert_type
chr19	29812531	chr19	29812532	29812578	CCNE1^ENSG00000105173.12	1	at_ref_exon_boundary
chr6	152990729	chr6	152991185	152991416	MTRF1L^ENSG00000112031.14	456	external
chr5	22932460	chr5	22853058	22853622	CDH12^ENSG00000154162.12	78838	external
chrY	8475256	chrY	8517364	8517748	RP11-17E15.1^ENSG00000275866.1	42108	external
chr3	108481987	chr3	108485091	108485229	MYH15^ENSG00000144821.8	3104	external
chr9	75093832	chr9	75088543	75088726	OSTF1^ENSG00000134996.11	5106	external
chr10	79930322	chr10	79931711	79931818	MBL1P^ENSG00000242600.5	1389	external
chr2	60285572	chr2	60350595	60352308	AC007381.3^ENSG00000228590.1	65023	external
chr3	105999455	chr3	105869425	105869552	CBLB^ENSG00000114423.17	129903	external
chr18	2540835	chr18	2538453	2539145	METTL4^ENSG00000101574.13	1690	external
chr6	18843670	chr6	18571784	18571880	MIR548A1^ENSG00000207775.1	271790	external
chr6	35347285	chr6	35347067	35347150	PPARD^ENSG00000112033.12	135	external
chr2	80845572	chr2	80870045	80870190	AC084193.1^ENSG00000230975.1	24473	external
chr1	92583446	chr1	92580476	92580821	RP4-593M8.1^ENSG00000223787.2	2625	external
chr13	80327208	chr13	80335976	80337756	SPRY2^ENSG00000136158.9	8768	external
chr11	25052190	chr11	25050038	25050130	LUZP2^ENSG00000187398.10	2060	external
chr5	158980242	chr5	158983006	158983270	CTD-2363C16.1^ENSG00000253811.1	2764	external
chr2	74416923	chr2	74414177	74416583	C2orf81^ENSG00000159239.10	340	external
chr16	22086596	chr16	22086987	22087251	RP11-101E7.2^ENSG00000260277.1	391	external
chr5	17274545	chr5	17275208	17275353	BASP1^ENSG00000176788.8	663	external
chr12	122360535	chr12	122360816	122361181	CLIP1^ENSG00000130779.18	281	external
chr7	120516586	chr7	120672871	120672975	RNU6-581P^ENSG00000252023.1	156285	external
chr7	101918985	chr7	101916115	101916587	CUX1^ENSG00000257923.8	2398	external
chr3	117192182	chr3	117139201	117139389	LSAMP^ENSG00000185565.10	52793	external
chr1	147201125	chr1	147201152	147201343	FMO5^ENSG00000131781.11	27	external
chr15	85745136	chr15	85744109	85744814	RP11-158M2.3^ENSG00000259407.1	322	external
chr4	114433179	chr4	114598455	114598974	UGT8^ENSG00000174607.9	165276	external
chr4	165090928	chr4	165088468	165088602	TMEM192^ENSG00000170088.12	2326	external
chr19	58502121	chr19	58501286	58501410	SLC27A5^ENSG00000083807.8	711	external
chr16	75036522	chr16	75046763	75046888	ZNRF1^ENSG00000186187.10	10241	external
chr2	116080481	chr2	115842211	115845752	DPP10^ENSG00000175497.15	234729	external
chr16	19648547	chr16	19647847	19647882	C16orf62^ENSG00000103544.13	665	external
chr17	27920447	chr17	27929548	27930475	RP11-218F4.1^ENSG00000260019.1	9101	external
chr5	58870551	chr5	58863312	58863414	CTD-2176I21.2^ENSG00000248733.1	7137	external
chrX	120276924	chrX	120276885	120277047	TMEM255A^ENSG00000125355.14	39	within_exon
chr9	97687948	chr9	97687096	97687261	XPA^ENSG00000136936.9	687	external
chr6	63636896	chr6	63636481	63636822	PHF3^ENSG00000118482.10	74	external
chr2	74604927	chr2	74607055	74607223	M1AP^ENSG00000159374.16	2128	external
chr5	170393273	chr5	170389259	170389677	KCNMB1^ENSG00000145936.7	3596	external
chr2	143078987	chr2	143091362	143091422	ARHGAP15^ENSG00000075884.11	12375	external
chr2	98719761	chr2	98725939	98726567	MGAT4A^ENSG00000071073.11	6178	external
chr20	45021639	chr20	45024973	45025130	STK4^ENSG00000101109.10	3334	external
chr2	121290133	chr2	121285048	121285207	TFCP2L1^ENSG00000115112.7	4926	external
chr17	16270243	chr17	16279657	16279812	PIGL^ENSG00000108474.15	9414	external
chr4	86560130	chr4	86542482	86542552	MIR4452^ENSG00000266515.1	17578	external
chr2	191503014	chr2	191450983	191451092	AC068056.1^ENSG00000275235.1	51922	external
chr2	191500215	chr2	191450983	191451092	AC068056.1^ENSG00000275235.1	49123	external
chr5	1294669	chr5	1294558	1294666	TERT^ENSG00000164362.17	3	external
chr5	1295544	chr5	1294771	1295069	TERT^ENSG00000164362.17	475	external
chrX	108502620	chrX	108539746	108539805	COL4A5^ENSG00000188153.11	37126	external
chrX	108310829	chrX	108310748	108310828	COL4A6^ENSG00000197565.14	1	at_ref_exon_boundary
chrX	108436896	chrX	108437942	108437993	COL4A6^ENSG00000197565.14	1046	external
chrX	108428538	chrX	108437942	108437993	COL4A6^ENSG00000197565.14	9404	external
chrX	108437417	chrX	108437942	108437993	COL4A6^ENSG00000197565.14	525	external
chrX	108269155	chrX	108267642	108269152	COL4A6^ENSG00000197565.14	3	external
chrX	108221375	chrX	108221240	108221374	COL4A6^ENSG00000197565.14	1	at_ref_exon_boundary
chr21	8441195	chr21	8441949	8442040	FP236383.9^ENSG00000276924.1	754	external
chr21	8258158	chr21	8258914	8259005	FP671120.6^ENSG00000278047.1	756	external
chr21	8396975	chr21	8395607	8395759	RNA5-8S5^ENSG00000275215.1	1216	external
chr21	8213937	chr21	8212572	8212724	RNA5-8S5^ENSG00000278233.1	1213	external
chr7	91369503	chr7	91380778	91380867	RP11-142A5.1^ENSG00000235450.1	11275	external
chr6	156730241	chr6	156774217	156774662	RP11-230C9.4^ENSG00000271265.1	43976	external
chr5	1295048	chr5	1294771	1295047	TERT^ENSG00000164362.17	1	at_ref_exon_boundary
chr4	28693673	chr4	28711198	28711476	RN7SL101P^ENSG00000243548.3	17525	external
chr2	141475025	chr2	141480396	141480533	LRP1B^ENSG00000168702.15	5371	external
chr2	141465760	chr2	141480396	141480533	LRP1B^ENSG00000168702.15	14636	external
chr2	141469829	chr2	141480396	141480533	LRP1B^ENSG00000168702.15	10567	external
chr14	93195972	chr14	93202894	93203782	C14orf142^ENSG00000170270.4	6922	external
chr9	127932466	chr9	127930723	127930797	PIP5KL1^ENSG00000167103.10	1669	external
chr4	91271986	chr4	91319034	91319133	RP11-763F8.1^ENSG00000249049.1	47048	external
chr3	54389080	chr3	54386715	54386774	CACNA2D3^ENSG00000157445.13	2306	external
chr2	141463465	chr2	141480396	141480533	LRP1B^ENSG00000168702.15	16931	external
chr8	101611092	chr8	101619539	101619697	GRHL2^ENSG00000083307.9	8447	external
chr8	101615792	chr8	101619539	101619697	GRHL2^ENSG00000083307.9	3747	external
chr1	3654435	chr1	3652713	3652761	WRAP73^ENSG00000116213.14	1674	external
chr1	3659163	chr1	3658938	3659430	RP5-1092A11.5^ENSG00000227589.1	225	within_exon
chr1	3657430	chr1	3658938	3659430	RP5-1092A11.5^ENSG00000227589.1	1508	external
chr1	3654424	chr1	3652713	3652761	WRAP73^ENSG00000116213.14	1663	external
chr1	3654692	chr1	3652713	3652761	WRAP73^ENSG00000116213.14	1931	external
chr1	3647561	chr1	3647246	3647560	WRAP73^ENSG00000116213.14	1	at_ref_exon_boundary
chr6	113571336	chr6	113581501	113581947	RP11-367G18.2^ENSG00000218208.1	10165	external
chr6	113567009	chr6	113581501	113581947	RP11-367G18.2^ENSG00000218208.1	14492	external
chr6	113562144	chr6	113543403	113543793	RP11-346D19.1^ENSG00000236347.1	18351	external
chr6	113522576	chr6	113514987	113515083	AL513123.1^ENSG00000222677.1	7493	external
chr6	113569082	chr6	113581501	113581947	RP11-367G18.2^ENSG00000218208.1	12419	external
chr1	3659431	chr1	3658938	3659430	RP5-1092A11.5^ENSG00000227589.1	1	at_ref_exon_boundary
chr6	113582776	chr6	113581501	113581947	RP11-367G18.2^ENSG00000218208.1	829	external
chr1	3669168	chr1	3668625	3668772	RP5-1092A11.5^ENSG00000227589.1	396	external
chr1	3666576	chr1	3668625	3668772	RP5-1092A11.5^ENSG00000227589.1	2049	external
chr1	3652642	chr1	3652565	3652641	TP73^ENSG00000078900.13	1	at_ref_exon_boundary
chr1	3657393	chr1	3658938	3659430	RP5-1092A11.5^ENSG00000227589.1	1545	external
chr1	23481515	chr1	23479809	23480179	ASAP3^ENSG00000088280.17	1336	external
chr1	3668624	chr1	3668625	3668772	RP5-1092A11.5^ENSG00000227589.1	1	at_ref_exon_boundary
chr1	23484004	chr1	23484005	23484179	ASAP3^ENSG00000088280.17	1	at_ref_exon_boundary
chr1	3659297	chr1	3658938	3659430	RP5-1092A11.5^ENSG00000227589.1	133	within_exon
chrX	108561281	chrX	108559064	108559153	COL4A5^ENSG00000188153.11	2128	external
chr6	113552390	chr6	113543403	113543793	RP11-346D19.1^ENSG00000236347.1	8597	external
chr1	3646786	chr1	3646666	3646782	WRAP73^ENSG00000116213.14	4	external
chr1	3657431	chr1	3658938	3659430	RP5-1092A11.5^ENSG00000227589.1	1507	external
chr6	113520838	chr6	113514987	113515083	AL513123.1^ENSG00000222677.1	5755	external
chrX	108563059	chrX	108563882	108563926	COL4A5^ENSG00000188153.11	823	external
chr1	3659107	chr1	3658938	3659430	RP5-1092A11.5^ENSG00000227589.1	169	within_exon
chr12	52520206	chr12	52520254	52520371	KRT5^ENSG00000186081.10	48	external
chr8	127759613	chr8	127740396	127741434	MYC^ENSG00000136997.13	18179	external
chr8	127759221	chr8	127740396	127741434	MYC^ENSG00000136997.13	17787	external
chr8	127761212	chr8	127740396	127741434	MYC^ENSG00000136997.13	19778	external
chr8	127749067	chr8	127740396	127741434	MYC^ENSG00000136997.13	7633	external
chr8	127759216	chr8	127740396	127741434	MYC^ENSG00000136997.13	17782	external
chr8	127686709	chr8	127686343	127689423	CASC11^ENSG00000249375.6	366	within_exon
chr21	10382718	chr21	10397644	10397778	RP11-589M2.1^ENSG00000278106.1	14926	external
chr22	11035680	chr22	11065974	11066015	CU104787.1^ENSG00000280363.1	30294	external
chr2	242182788	chr2	242175181	242175634	ABC7-43041300I9.1^ENSG00000271153.1	7154	external
chr15	66964048	chr15	66956340	66956518	RP11-798K3.3^ENSG00000259289.2	7530	external
chr15	66963562	chr15	66956340	66956518	RP11-798K3.3^ENSG00000259289.2	7044	external
chr15	66987897	chr15	66987158	66987647	RP11-798K3.2^ENSG00000259347.4	250	external
chr15	66963567	chr15	66956340	66956518	RP11-798K3.3^ENSG00000259289.2	7049	external
chr1	53507875	chr1	53506242	53506776	GLIS1^ENSG00000174332.4	1099	external
chr19	41714970	chr19	41714971	41715158	CEACAM5^ENSG00000105388.13	1	at_ref_exon_boundary
chr19	41719929	chr19	41719930	41720028	CEACAM5^ENSG00000105388.13	1	at_ref_exon_boundary
chr19	41807110	chr19	41807111	41807617	CEACAM3^ENSG00000170956.15	1	at_ref_exon_boundary
chr19	42522203	chr19	42521924	42522202	CEACAM1^ENSG00000079385.20	1	at_ref_exon_boundary
chr19	41721840	chr19	41720922	41721176	CEACAM5^ENSG00000105388.13	664	external
chr19	41710355	chr19	41709680	41710083	CEACAM5^ENSG00000105388.13	272	external
chr19	41761248	chr19	41761249	41761527	CEACAM6^ENSG00000086548.8	1	at_ref_exon_boundary
chr19	41714967	chr19	41714971	41715249	CEACAM5^ENSG00000105388.13	4	external
chr19	41719926	chr19	41719930	41720208	CEACAM5^ENSG00000105388.13	4	external
chr7	26192017	chr7	26191849	26192338	HNRNPA2B1^ENSG00000122566.19	168	within_exon
chr13	73395228	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	3803	external
chr13	73406817	chr13	73407768	73408352	MARK2P12^ENSG00000229708.1	951	external
chr13	73420390	chr13	73413473	73413636	LINC00393^ENSG00000224853.1	6754	external
chr13	73413097	chr13	73413473	73413636	LINC00393^ENSG00000224853.1	376	external
chr13	73413639	chr13	73413473	73413636	LINC00393^ENSG00000224853.1	3	external
chr8	86064632	chr8	86064231	86064631	PSKH2^ENSG00000147613.6	1	at_ref_exon_boundary
chr8	86074172	chr8	86074116	86074171	PSKH2^ENSG00000147613.6	1	at_ref_exon_boundary
chr8	86048769	chr8	86048373	86048767	PSKH2^ENSG00000147613.6	2	external
chr8	86076174	chr8	86074116	86074171	PSKH2^ENSG00000147613.6	2003	external
chr14	22960824	chr14	22956916	22957161	HAUS4^ENSG00000092036.15	3663	external
chr1	35874115	chr1	35873270	35873752	RP4-789D17.4^ENSG00000271164.1	363	external
chr19	51595322	chr19	51594561	51594646	AC018755.16^ENSG00000269388.1	676	external
chr18	68303159	chr18	68277802	68278243	RP11-421N8.1^ENSG00000260747.1	24916	external
chr12	59448232	chr12	59450673	59450772	RNU6-871P^ENSG00000251931.1	2441	external
chr17	32848468	chr17	32862904	32863043	MYO1D^ENSG00000176658.15	14436	external
chrX	38308057	chrX	38308112	38308241	SNORA31^ENSG00000252050.1	55	external
chr12	21227023	chr12	21224722	21224839	SLCO1B1^ENSG00000134538.2	2184	external
chr12	82862385	chr12	82857010	82857580	TMTC2^ENSG00000179104.7	4805	external
chr3	17175460	chr3	17167749	17167828	TBC1D5^ENSG00000131374.13	7632	external
chr4	71879307	chr4	71823837	71823980	RP11-545L5.1^ENSG00000248567.1	55327	external
chr4	166290240	chr4	166312935	166313034	Y_RNA^ENSG00000206711.1	22695	external
chr12	72790491	chr12	72790451	72790645	AC131213.1^ENSG00000216084.1	40	within_exon
chr12	102087295	chr12	102085766	102085856	NUP37^ENSG00000075188.7	1439	external
chr2	191343656	chr2	191341461	191341565	MYO1B^ENSG00000128641.16	2091	external
chr17	3809418	chr17	3811523	3813279	C17orf85^ENSG00000074356.15	2105	external
chr16	15002649	chr16	15001776	15001887	PDXDC1^ENSG00000179889.17	762	external
chr9	76376222	chr9	76385517	76387529	RFK^ENSG00000135002.10	9295	external
chr6	128658794	chr6	128639188	128639653	RP1-6P5.2^ENSG00000220110.1	19141	external
chr11	17052031	chr11	17052032	17052658	OR7E14P^ENSG00000184669.7	1	at_ref_exon_boundary
chr11	17020472	chr11	17014316	17014443	PLEKHA7^ENSG00000166689.13	6029	external
chr11	17015417	chr11	17014316	17014443	PLEKHA7^ENSG00000166689.13	974	external
chr9	120489829	chr9	120491307	120491477	CDK5RAP2^ENSG00000136861.16	1478	external
chr2	11461372	chr2	11458281	11458351	E2F6^ENSG00000169016.15	3021	external
chr15	64101588	chr15	64096031	64096172	SNX1^ENSG00000028528.13	5416	external
chr13	74032201	chr13	73994990	73995056	KLF12^ENSG00000118922.15	37145	external
chr17	74350812	chr17	74350707	74350905	KIF19^ENSG00000196169.13	93	within_exon
chr8	60048224	chr8	60049587	60049619	RP11-27P7.1^ENSG00000254775.1	1363	external
chr14	29348165	chr14	29346445	29346525	RP11-562L8.1^ENSG00000257522.4	1640	external
chr14	29348200	chr14	29346445	29346525	RP11-562L8.1^ENSG00000257522.4	1675	external
chr2	36059689	chr2	36299388	36299830	AC009414.1^ENSG00000233752.1	239699	external
chr5	1295536	chr5	1294771	1295069	TERT^ENSG00000164362.17	467	external
chr1	57273794	chr1	57290964	57291166	DAB1^ENSG00000173406.14	17170	external
chr1	57316364	chr1	57306859	57307364	DAB1^ENSG00000173406.14	9000	external
chr1	57276857	chr1	57290964	57291166	DAB1^ENSG00000173406.14	14107	external
chr1	57313856	chr1	57306859	57307364	DAB1^ENSG00000173406.14	6492	external
chr5	147901774	chr5	147901308	147901773	C5orf46^ENSG00000178776.4	1	at_ref_exon_boundary
chr5	147893312	chr5	147892708	147892939	C5orf46^ENSG00000178776.4	373	external
chr5	147901840	chr5	147901308	147901773	C5orf46^ENSG00000178776.4	67	external
chr1	54468164	chr1	54481504	54481566	AC099796.2^ENSG00000281315.1	13340	external
chr3	95256446	chr3	95171920	95172377	RPS18P6^ENSG00000244048.1	84069	external
chrX	47398741	chrX	47392235	47392300	RP11-571E6.4^ENSG00000232009.1	6441	external
chr17	58604415	chr17	58604978	58605129	TEX14^ENSG00000121101.14	563	external
chr5	147901776	chr5	147901308	147901773	C5orf46^ENSG00000178776.4	3	external
chr19	38160471	chr19	38162253	38162371	SIPA1L3^ENSG00000105738.9	1782	external
chrY	5355228	chrY	5337745	5338964	EIF4A1P2^ENSG00000235001.3	16264	external
chr20	31512012	chr20	31514428	31514734	HM13^ENSG00000101294.15	2416	external
chr7	74274837	chr7	74289475	74289734	CLIP2^ENSG00000106665.14	14638	external
chr1	19214952	chr1	19215664	19219482	EMC1^ENSG00000127463.12	712	external
chr8	128126039	chr8	128118011	128118385	FKSG59^ENSG00000280151.1	7654	external
chr8	128119422	chr8	128118011	128118385	FKSG59^ENSG00000280151.1	1037	external
chr8	128126453	chr8	128118011	128118385	FKSG59^ENSG00000280151.1	8068	external
chr8	127853479	chr8	127851934	127852347	PVT1^ENSG00000249859.6	1132	external
chr8	127878280	chr8	127890589	127890975	PVT1^ENSG00000249859.6	12309	external
chr10	67691497	chr10	67696000	67696169	CTNNA3^ENSG00000183230.15	4503	external
chr5	80301038	chr5	80299678	80300545	CTC-512J14.7^ENSG00000184188.6	493	external
chr20	38378637	chr20	38378825	38378872	RP4-564F22.6^ENSG00000275285.1	188	external
chr2	25633631	chr2	25628183	25628384	DTNB^ENSG00000138101.17	5247	external
chr17	43451639	chr17	43450897	43451200	RP11-100E5.2^ENSG00000267151.3	439	external
chr13	51077617	chr13	51080707	51080862	GUCY1B2^ENSG00000123201.13	3090	external
chr10	93970507	chr10	93975258	93975349	AL365510.1^ENSG00000274289.1	4751	external
chr6	32385643	chr6	32390510	32390753	HCG23^ENSG00000228962.1	4867	external
chr17	1403570	chr17	1400047	1400378	YWHAE^ENSG00000108953.15	3192	external
chr8	127854127	chr8	127854728	127854795	PVT1^ENSG00000249859.6	601	external
chr8	128119150	chr8	128118011	128118385	FKSG59^ENSG00000280151.1	765	external
chr19	35722033	chr19	35719784	35721804	KMT2B^ENSG00000272333.4	229	external
chr19	35721989	chr19	35719784	35721804	KMT2B^ENSG00000272333.4	185	external
chr19	35721982	chr19	35719784	35721804	KMT2B^ENSG00000272333.4	178	external
chr14	99025352	chr14	98973314	98973471	AL162151.3^ENSG00000234648.1	51881	external
chr10	34389298	chr10	34384129	34384254	PARD3^ENSG00000148498.14	5044	external
chr14	99025349	chr14	98973314	98973471	AL162151.3^ENSG00000234648.1	51878	external
chr10	34399329	chr10	34399330	34399413	PARD3^ENSG00000148498.14	1	at_ref_exon_boundary
chr10	34388324	chr10	34384129	34384254	PARD3^ENSG00000148498.14	4070	external
chr4	68854031	chr4	68861332	68861610	RP11-468N14.4^ENSG00000249235.1	7301	external
chr19	17075940	chr19	17075786	17075874	MYO9B^ENSG00000099331.12	66	external
chr4	68856078	chr4	68861332	68861610	RP11-468N14.4^ENSG00000249235.1	5254	external
chr19	17073336	chr19	17073274	17073335	HAUS8^ENSG00000131351.13	1	at_ref_exon_boundary
chr19	17062785	chr19	17062698	17062779	HAUS8^ENSG00000131351.13	6	external
chr19	17069089	chr19	17069031	17069086	HAUS8^ENSG00000131351.13	3	external
chr4	68849741	chr4	68861332	68861610	RP11-468N14.4^ENSG00000249235.1	11591	external
chr19	17060095	chr19	17059997	17060092	HAUS8^ENSG00000131351.13	3	external
chr19	17060056	chr19	17059997	17060089	HAUS8^ENSG00000131351.13	33	within_exon
chr8	127797040	chr8	127796033	127796071	PVT1^ENSG00000249859.6	969	external
chr20	31695640	chr20	31686216	31686384	RP11-243J16.7^ENSG00000236559.1	9256	external
chr8	127796073	chr8	127796033	127796071	PVT1^ENSG00000249859.6	2	external
chr8	127672734	chr8	127686343	127689423	CASC11^ENSG00000249375.6	13609	external
chr8	127899518	chr8	127890870	127890998	PVT1^ENSG00000249859.6	8520	external
chr8	127890999	chr8	127890870	127890998	PVT1^ENSG00000249859.6	1	at_ref_exon_boundary
chr8	127796058	chr8	127795820	127796071	PVT1^ENSG00000249859.6	13	within_exon
chr8	127796072	chr8	127796033	127796071	PVT1^ENSG00000249859.6	1	at_ref_exon_boundary
chr8	127674469	chr8	127686343	127689423	CASC11^ENSG00000249375.6	11874	external
chr8	127736624	chr8	127736069	127736623	MYC^ENSG00000136997.13	1	at_ref_exon_boundary
chrX	94625204	chrX	94636663	94637494	PAICSP7^ENSG00000232293.2	11459	external
chr17	42657230	chr17	42659305	42659552	TUBG2^ENSG00000037042.8	2075	external
chr2	61452488	chr2	61470650	61470769	USP34^ENSG00000115464.13	18162	external
chr2	111429621	chr2	111429443	111429620	MIR4435-1HG^ENSG00000172965.13	1	at_ref_exon_boundary
chr2	87521206	chr2	87521207	87521514	LINC00152^ENSG00000222041.9	1	at_ref_exon_boundary
chr2	111494884	chr2	111494885	111495025	MIR4435-1HG^ENSG00000172965.13	1	at_ref_exon_boundary
chr2	87455646	chr2	87455542	87455645	LINC00152^ENSG00000222041.9	1	at_ref_exon_boundary
chr2	111439739	chr2	111441508	111441621	MIR4435-1HG^ENSG00000172965.13	1769	external
chr2	87511089	chr2	87509214	87509327	LINC00152^ENSG00000222041.9	1762	external
chr2	72179462	chr2	72179173	72179461	EXOC6B^ENSG00000144036.13	1	at_ref_exon_boundary
chr2	72181850	chr2	72184075	72184187	EXOC6B^ENSG00000144036.13	2225	external
chr13	73378253	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	20778	external
chr13	73380482	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	18549	external
chr13	73381471	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	17560	external
chr13	73378255	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	20776	external
chr13	73380363	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	18668	external
chr13	73378058	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	20973	external
