hotspot	Chromosome	hotspot_coord	virus_genome	hotspot_virus_tally	insert_genes	insert_gene_count	hotspot_name
chr12:49207540	chr12	49207540	NC_006430_15246nt_Mammalian_orthorubulavirus_5	1	TUBA1A	4	chr12:49207540^TUBA1A
chr12:52167793	chr12	52167793	HPV16	2	AC078864.2~KRT80	2	chr12:52167793^AC078864.2~KRT80
chr12:52167793	chr12	52167793	HPV52	1	AC078864.2~KRT80	2	chr12:52167793^AC078864.2~KRT80
chr12:52167793	chr12	52167793	NC_001702_8135nt_Murine_type_C_retrovirus	1	AC078864.2~KRT80	2	chr12:52167793^AC078864.2~KRT80
chr12:52502142	chr12	52502142	HPV33	5	KRT5	7	chr12:52502142^KRT5
chr12:52502142	chr12	52502142	NC_001501_8332nt_Moloney_murine_leukemia_virus	2	KRT5	7	chr12:52502142^KRT5
chr12:52502142	chr12	52502142	NC_001702_8135nt_Murine_type_C_retrovirus	1	KRT5	7	chr12:52502142^KRT5
chr12:52502142	chr12	52502142	NC_007815_8197nt_PreXMRV_1	1	KRT5	7	chr12:52502142^KRT5
chr12:52899896	chr12	52899896	HPV11	1	KRT8	2	chr12:52899896^KRT8
chr12:52899896	chr12	52899896	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	KRT8	2	chr12:52899896^KRT8
chr12:52899896	chr12	52899896	NC_001702_8135nt_Murine_type_C_retrovirus	1	KRT8	2	chr12:52899896^KRT8
chr12:52899896	chr12	52899896	NC_006430_15246nt_Mammalian_orthorubulavirus_5	1	KRT8	2	chr12:52899896^KRT8
chr12:53120858	chr12	53120858	Eppstein-Barr	3	IGFBP6	2	chr12:53120858^IGFBP6
chr12:53120858	chr12	53120858	HPV16	3	IGFBP6	2	chr12:53120858^IGFBP6
chr12:53120858	chr12	53120858	NC_001806_152222nt_Human_alphaherpesvirus_1	1	IGFBP6	2	chr12:53120858^IGFBP6
chr12:53449901	chr12	53449901	Eppstein-Barr	5	PCBP2	3	chr12:53449901^PCBP2
chr12:53449901	chr12	53449901	HPV33	1	PCBP2	3	chr12:53449901^PCBP2
chr12:54256812	chr12	54256812	Eppstein-Barr	1	HNRNPA1;RP11-968A15.8	4	chr12:54256812^HNRNPA1;RP11-968A15.8
chr12:54256812	chr12	54256812	HPV16	3	HNRNPA1;RP11-968A15.8	4	chr12:54256812^HNRNPA1;RP11-968A15.8
chr12:54256812	chr12	54256812	NC_001501_8332nt_Moloney_murine_leukemia_virus	2	HNRNPA1;RP11-968A15.8	4	chr12:54256812^HNRNPA1;RP11-968A15.8
chr12:54256812	chr12	54256812	NC_001702_8135nt_Murine_type_C_retrovirus	1	HNRNPA1;RP11-968A15.8	4	chr12:54256812^HNRNPA1;RP11-968A15.8
chr12:54442093	chr12	54442093	HPV16	2	ITGA5;RP11-753H16.5;RP11-753H16.3	1	chr12:54442093^ITGA5;RP11-753H16.5;RP11-753H16.3
chr12:54442093	chr12	54442093	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	ITGA5;RP11-753H16.5;RP11-753H16.3	1	chr12:54442093^ITGA5;RP11-753H16.5;RP11-753H16.3
chr12:5470974	chr12	5470974	HPV11	1	NTF3	2	chr12:5470974^NTF3
chr12:5470974	chr12	5470974	HPV16	1	NTF3	2	chr12:5470974^NTF3
chr12:5470974	chr12	5470974	HPV33	1	NTF3	2	chr12:5470974^NTF3
chr12:55218545	chr12	55218545	HPV16	3	OR10A7~OR6C74	1	chr12:55218545^OR10A7~OR6C74
chr12:56127203	chr12	56127203	Eppstein-Barr	4	RPL41	3	chr12:56127203^RPL41
chr12:56127203	chr12	56127203	NC_001702_8135nt_Murine_type_C_retrovirus	3	RPL41	3	chr12:56127203^RPL41
chr12:56127203	chr12	56127203	NC_007815_8197nt_PreXMRV_1	1	RPL41	3	chr12:56127203^RPL41
chr12:56292050	chr12	56292050	Eppstein-Barr	2	ANKRD52	1	chr12:56292050^ANKRD52
chr12:56292050	chr12	56292050	HPV16	2	ANKRD52	1	chr12:56292050^ANKRD52
chr12:56292050	chr12	56292050	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	ANKRD52	1	chr12:56292050^ANKRD52
chr12:56620107	chr12	56620107	Eppstein-Barr	3	ATP5B	4	chr12:56620107^ATP5B
chr12:56620107	chr12	56620107	HPV16	3	ATP5B	4	chr12:56620107^ATP5B
chr12:56620107	chr12	56620107	NC_001702_8135nt_Murine_type_C_retrovirus	1	ATP5B	4	chr12:56620107^ATP5B
chr12:56766229	chr12	56766229	HPV16	2	HSD17B6	1	chr12:56766229^HSD17B6
chr12:56766229	chr12	56766229	HPV33	1	HSD17B6	1	chr12:56766229^HSD17B6
chr12:57074607	chr12	57074607	Eppstein-Barr	2	LRP1	1	chr12:57074607^LRP1
chr12:57074607	chr12	57074607	HPV33	2	LRP1	1	chr12:57074607^LRP1
chr12:57514808	chr12	57514808	Eppstein-Barr	3	MBD6	2	chr12:57514808^MBD6
chr12:57514808	chr12	57514808	HPV16	1	MBD6	2	chr12:57514808^MBD6
chr12:57748974	chr12	57748974	Eppstein-Barr	3	AGAP2	2	chr12:57748974^AGAP2
chr12:57748974	chr12	57748974	HPV16	2	AGAP2	2	chr12:57748974^AGAP2
chr12:57748974	chr12	57748974	HPV33	1	AGAP2	2	chr12:57748974^AGAP2
chr12:59072135	chr12	59072135	HPV16	1	RP11-150C16.1	2	chr12:59072135^RP11-150C16.1
chr12:59072135	chr12	59072135	HPV33	1	RP11-150C16.1	2	chr12:59072135^RP11-150C16.1
chr12:59072135	chr12	59072135	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	RP11-150C16.1	2	chr12:59072135^RP11-150C16.1
chr12:5929720	chr12	5929720	HPV11	1	ANO2	3	chr12:5929720^ANO2
chr12:5929720	chr12	5929720	HPV16	1	ANO2	3	chr12:5929720^ANO2
chr12:5929720	chr12	5929720	HPV18	1	ANO2	3	chr12:5929720^ANO2
chr12:60105831	chr12	60105831	HPV16	3	RP11-316A16.1~RP11-335M9.1	2	chr12:60105831^RP11-316A16.1~RP11-335M9.1
chr12:61441924	chr12	61441924	HPV16	3	RP11-471N19.1~RP11-410B16.1	3	chr12:61441924^RP11-471N19.1~RP11-410B16.1
chr12:6327963	chr12	6327963	HPV16	2	SCNN1A	2	chr12:6327963^SCNN1A
chr12:6327963	chr12	6327963	HPV58	1	SCNN1A	2	chr12:6327963^SCNN1A
chr12:64162768	chr12	64162768	HPV16	3	C12orf66	2	chr12:64162768^C12orf66
chr12:64640524	chr12	64640524	Eppstein-Barr	1	RASSF3	3	chr12:64640524^RASSF3
chr12:64640524	chr12	64640524	HPV16	1	RASSF3	3	chr12:64640524^RASSF3
chr12:64640524	chr12	64640524	HPV58	1	RASSF3	3	chr12:64640524^RASSF3
chr12:64640524	chr12	64640524	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	RASSF3	3	chr12:64640524^RASSF3
chr12:64914511	chr12	64914511	HPV16	3	RP11-766N7.3	2	chr12:64914511^RP11-766N7.3
chr12:6536156	chr12	6536156	Eppstein-Barr	26	GAPDH;RP5-940J5.9	21	chr12:6536156^GAPDH;RP5-940J5.9
chr12:6536156	chr12	6536156	HPV16	5	GAPDH;RP5-940J5.9	21	chr12:6536156^GAPDH;RP5-940J5.9
chr12:6536156	chr12	6536156	HPV33	1	GAPDH;RP5-940J5.9	21	chr12:6536156^GAPDH;RP5-940J5.9
chr12:6536156	chr12	6536156	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	2	GAPDH;RP5-940J5.9	21	chr12:6536156^GAPDH;RP5-940J5.9
chr12:6536156	chr12	6536156	NC_001501_8332nt_Moloney_murine_leukemia_virus	3	GAPDH;RP5-940J5.9	21	chr12:6536156^GAPDH;RP5-940J5.9
chr12:6536156	chr12	6536156	NC_001702_8135nt_Murine_type_C_retrovirus	2	GAPDH;RP5-940J5.9	21	chr12:6536156^GAPDH;RP5-940J5.9
chr12:6536156	chr12	6536156	NC_001806_152222nt_Human_alphaherpesvirus_1	4	GAPDH;RP5-940J5.9	21	chr12:6536156^GAPDH;RP5-940J5.9
chr12:6536156	chr12	6536156	NC_007815_8197nt_PreXMRV_1	1	GAPDH;RP5-940J5.9	21	chr12:6536156^GAPDH;RP5-940J5.9
chr12:6536156	chr12	6536156	NC_009333_137969nt_Human_gammaherpesvirus_8	1	GAPDH;RP5-940J5.9	21	chr12:6536156^GAPDH;RP5-940J5.9
chr12:65677166	chr12	65677166	HPV16	16	RP11-221N13.4~RPSAP52	14	chr12:65677166^RP11-221N13.4~RPSAP52
chr12:6807051	chr12	6807051	Eppstein-Barr	1	PTMS	4	chr12:6807051^PTMS
chr12:6807051	chr12	6807051	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	PTMS	4	chr12:6807051^PTMS
chr12:6807051	chr12	6807051	NC_001702_8135nt_Murine_type_C_retrovirus	2	PTMS	4	chr12:6807051^PTMS
chr12:68550118	chr12	68550118	HPV58	1	RP11-254B13.1	2	chr12:68550118^RP11-254B13.1
chr12:68550118	chr12	68550118	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	RP11-254B13.1	2	chr12:68550118^RP11-254B13.1
chr12:68550118	chr12	68550118	NC_001702_8135nt_Murine_type_C_retrovirus	1	RP11-254B13.1	2	chr12:68550118^RP11-254B13.1
chr12:6910346	chr12	6910346	Eppstein-Barr	11	TPI1	4	chr12:6910346^TPI1
chr12:6910346	chr12	6910346	HPV16	1	TPI1	4	chr12:6910346^TPI1
chr12:6910346	chr12	6910346	NC_001702_8135nt_Murine_type_C_retrovirus	1	TPI1	4	chr12:6910346^TPI1
chr12:6910346	chr12	6910346	NC_006430_15246nt_Mammalian_orthorubulavirus_5	1	TPI1	4	chr12:6910346^TPI1
chr12:69768677	chr12	69768677	HPV16	1	RAB3IP	2	chr12:69768677^RAB3IP
chr12:69768677	chr12	69768677	HPV33	1	RAB3IP	2	chr12:69768677^RAB3IP
chr12:69768677	chr12	69768677	HPV58	1	RAB3IP	2	chr12:69768677^RAB3IP
chr12:70839974	chr12	70839974	HBV	1	PTPRR	3	chr12:70839974^PTPRR
chr12:70839974	chr12	70839974	HPV16	2	PTPRR	3	chr12:70839974^PTPRR
chr12:74531894	chr12	74531894	Eppstein-Barr	2	ATXN7L3B	3	chr12:74531894^ATXN7L3B
chr12:74531894	chr12	74531894	HPV16	2	ATXN7L3B	3	chr12:74531894^ATXN7L3B
chr12:76075004	chr12	76075004	Eppstein-Barr	1	NAP1L1	2	chr12:76075004^NAP1L1
chr12:76075004	chr12	76075004	HPV16	1	NAP1L1	2	chr12:76075004^NAP1L1
chr12:76075004	chr12	76075004	HPV33	1	NAP1L1	2	chr12:76075004^NAP1L1
chr12:77692311	chr12	77692311	HPV16	2	RP1-34H18.1~RP11-781A6.1	3	chr12:77692311^RP1-34H18.1~RP11-781A6.1
chr12:77692311	chr12	77692311	HPV33	1	RP1-34H18.1~RP11-781A6.1	3	chr12:77692311^RP1-34H18.1~RP11-781A6.1
chr12:8237788	chr12	8237788	HPV16	4	ENPP7P5	1	chr12:8237788^ENPP7P5
chr12:8237788	chr12	8237788	HPV33	1	ENPP7P5	1	chr12:8237788^ENPP7P5
chr12:89028169	chr12	89028169	HPV11	1	RP11-13A1.2~RP11-13A1.3	1	chr12:89028169^RP11-13A1.2~RP11-13A1.3
chr12:89028169	chr12	89028169	HPV16	1	RP11-13A1.2~RP11-13A1.3	1	chr12:89028169^RP11-13A1.2~RP11-13A1.3
chr12:89028169	chr12	89028169	NC_001702_8135nt_Murine_type_C_retrovirus	1	RP11-13A1.2~RP11-13A1.3	1	chr12:89028169^RP11-13A1.2~RP11-13A1.3
chr12:89828590	chr12	89828590	HPV16	2	RNU6-148P~RP11-654D12.1	2	chr12:89828590^RNU6-148P~RP11-654D12.1
chr12:89828590	chr12	89828590	HPV58	1	RNU6-148P~RP11-654D12.1	2	chr12:89828590^RNU6-148P~RP11-654D12.1
chr12:9235614	chr12	9235614	HPV16	1	PTMAP4;LINC00987;A2MP1	2	chr12:9235614^PTMAP4;LINC00987;A2MP1
chr12:9235614	chr12	9235614	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	PTMAP4;LINC00987;A2MP1	2	chr12:9235614^PTMAP4;LINC00987;A2MP1
chr12:9235614	chr12	9235614	NC_001702_8135nt_Murine_type_C_retrovirus	1	PTMAP4;LINC00987;A2MP1	2	chr12:9235614^PTMAP4;LINC00987;A2MP1
chr12:93083605	chr12	93083605	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	RP11-511B23.2	2	chr12:93083605^RP11-511B23.2
chr12:93083605	chr12	93083605	NC_001702_8135nt_Murine_type_C_retrovirus	2	RP11-511B23.2	2	chr12:93083605^RP11-511B23.2
chr12:94598742	chr12	94598742	HPV16	3	TMCC3	4	chr12:94598742^TMCC3
chr12:94598742	chr12	94598742	HPV31	1	TMCC3	4	chr12:94598742^TMCC3
chr12:95921492	chr12	95921492	HPV16	2	AMDHD1	1	chr12:95921492^AMDHD1
chr12:95921492	chr12	95921492	HPV33	1	AMDHD1	1	chr12:95921492^AMDHD1
chr12:96734864	chr12	96734864	HPV16	2	CFAP54	3	chr12:96734864^CFAP54
chr12:96734864	chr12	96734864	HPV33	1	CFAP54	3	chr12:96734864^CFAP54
chr12:97714995	chr12	97714995	HPV16	1	RP11-1016B18.1	3	chr12:97714995^RP11-1016B18.1
chr12:97714995	chr12	97714995	HPV33	1	RP11-1016B18.1	3	chr12:97714995^RP11-1016B18.1
chr12:97714995	chr12	97714995	NC_001806_152222nt_Human_alphaherpesvirus_1	3	RP11-1016B18.1	3	chr12:97714995^RP11-1016B18.1
chr12:98569729	chr12	98569729	Eppstein-Barr	3	SLC25A3	2	chr12:98569729^SLC25A3
chr13:102745070	chr13	102745070	HPV16	3	ERCC5	1	chr13:102745070^ERCC5
chr13:103166977	chr13	103166977	HPV16	3	SLC10A2~LINC01309	4	chr13:103166977^SLC10A2~LINC01309
chr13:103166977	chr13	103166977	HPV33	1	SLC10A2~LINC01309	4	chr13:103166977^SLC10A2~LINC01309
chr13:103309171	chr13	103309171	HPV16	3	SLC10A2~LINC01309	3	chr13:103309171^SLC10A2~LINC01309
chr13:104228779	chr13	104228779	NC_001806_152222nt_Human_alphaherpesvirus_1	3	ATP6V1G1P7~RPL7P45	3	chr13:104228779^ATP6V1G1P7~RPL7P45
chr13:104837893	chr13	104837893	HPV16	2	RPL7P45~DAOA-AS1_1	2	chr13:104837893^RPL7P45~DAOA-AS1_1
chr13:104837893	chr13	104837893	HPV33	1	RPL7P45~DAOA-AS1_1	2	chr13:104837893^RPL7P45~DAOA-AS1_1
chr13:109126883	chr13	109126883	HPV16	2	MYO16	3	chr13:109126883^MYO16
chr13:109126883	chr13	109126883	HPV18	1	MYO16	3	chr13:109126883^MYO16
chr13:109126883	chr13	109126883	HPV58	1	MYO16	3	chr13:109126883^MYO16
chr13:109565622	chr13	109565622	HBV	1	LINC00399~LINC00676	4	chr13:109565622^LINC00399~LINC00676
chr13:109565622	chr13	109565622	HPV16	1	LINC00399~LINC00676	4	chr13:109565622^LINC00399~LINC00676
chr13:109565622	chr13	109565622	HPV18	2	LINC00399~LINC00676	4	chr13:109565622^LINC00399~LINC00676
chr13:110629619	chr13	110629619	Eppstein-Barr	2	CARKD	1	chr13:110629619^CARKD
chr13:110629619	chr13	110629619	HPV16	1	CARKD	1	chr13:110629619^CARKD
chr13:112519394	chr13	112519394	Eppstein-Barr	1	TUBGCP3	4	chr13:112519394^TUBGCP3
chr13:112519394	chr13	112519394	HPV11	1	TUBGCP3	4	chr13:112519394^TUBGCP3
chr13:112519394	chr13	112519394	HPV16	1	TUBGCP3	4	chr13:112519394^TUBGCP3
chr13:112519394	chr13	112519394	HPV58	1	TUBGCP3	4	chr13:112519394^TUBGCP3
chr13:112653797	chr13	112653797	HPV16	3	ATP11A-AS1;ATP11A	1	chr13:112653797^ATP11A-AS1;ATP11A
chr13:112874282	chr13	112874282	Eppstein-Barr	1	ATP11A	4	chr13:112874282^ATP11A
chr13:112874282	chr13	112874282	HPV11	1	ATP11A	4	chr13:112874282^ATP11A
chr13:112874282	chr13	112874282	HPV16	1	ATP11A	4	chr13:112874282^ATP11A
chr13:112874282	chr13	112874282	HPV33	1	ATP11A	4	chr13:112874282^ATP11A
chr13:113019161	chr13	113019161	HPV11	1	MCF2L	5	chr13:113019161^MCF2L
chr13:113019161	chr13	113019161	HPV16	2	MCF2L	5	chr13:113019161^MCF2L
chr13:113019161	chr13	113019161	HPV18	1	MCF2L	5	chr13:113019161^MCF2L
chr13:113019161	chr13	113019161	HPV31	1	MCF2L	5	chr13:113019161^MCF2L
chr13:113019161	chr13	113019161	HPV33	1	MCF2L	5	chr13:113019161^MCF2L
chr13:113267316	chr13	113267316	HPV11	1	CUL4A	3	chr13:113267316^CUL4A
chr13:113267316	chr13	113267316	HPV16	2	CUL4A	3	chr13:113267316^CUL4A
chr13:113267316	chr13	113267316	HPV33	1	CUL4A	3	chr13:113267316^CUL4A
chr13:113375426	chr13	113375426	HPV11	1	RP11-102K13.5~ADPRHL1	3	chr13:113375426^RP11-102K13.5~ADPRHL1
chr13:113375426	chr13	113375426	HPV16	3	RP11-102K13.5~ADPRHL1	3	chr13:113375426^RP11-102K13.5~ADPRHL1
chr13:113375426	chr13	113375426	HPV33	1	RP11-102K13.5~ADPRHL1	3	chr13:113375426^RP11-102K13.5~ADPRHL1
chr13:113375426	chr13	113375426	NC_007815_8197nt_PreXMRV_1	1	RP11-102K13.5~ADPRHL1	3	chr13:113375426^RP11-102K13.5~ADPRHL1
chr13:113604573	chr13	113604573	Eppstein-Barr	1	TFDP1	4	chr13:113604573^TFDP1
chr13:113604573	chr13	113604573	HPV16	2	TFDP1	4	chr13:113604573^TFDP1
chr13:113604573	chr13	113604573	HPV33	1	TFDP1	4	chr13:113604573^TFDP1
chr13:113604573	chr13	113604573	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	TFDP1	4	chr13:113604573^TFDP1
chr13:113793298	chr13	113793298	Eppstein-Barr	1	TMEM255B	2	chr13:113793298^TMEM255B
chr13:113793298	chr13	113793298	HPV11	1	TMEM255B	2	chr13:113793298^TMEM255B
chr13:113793298	chr13	113793298	HPV16	2	TMEM255B	2	chr13:113793298^TMEM255B
chr13:113793298	chr13	113793298	HPV33	1	TMEM255B	2	chr13:113793298^TMEM255B
chr13:113906974	chr13	113906974	HPV16	1	GAS6	1	chr13:113906974^GAS6
chr13:113906974	chr13	113906974	HPV33	1	GAS6	1	chr13:113906974^GAS6
chr13:113906974	chr13	113906974	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	GAS6	1	chr13:113906974^GAS6
chr13:114008013	chr13	114008013	HPV11	1	RASA3	2	chr13:114008013^RASA3
chr13:114008013	chr13	114008013	HPV16	1	RASA3	2	chr13:114008013^RASA3
chr13:114008013	chr13	114008013	HPV33	1	RASA3	2	chr13:114008013^RASA3
chr13:114116440	chr13	114116440	HPV16	4	RASA3	3	chr13:114116440^RASA3
chr13:114116440	chr13	114116440	HPV33	1	RASA3	3	chr13:114116440^RASA3
chr13:114231137	chr13	114231137	HPV16	3	CDC16	2	chr13:114231137^CDC16
chr13:16218835	chr13	16218835	HPV16	3	~RP11-341D18.2	3	chr13:16218835^~RP11-341D18.2
chr13:16451935	chr13	16451935	HPV11	1	~RP11-341D18.2	3	chr13:16451935^~RP11-341D18.2
chr13:16451935	chr13	16451935	HPV16	2	~RP11-341D18.2	3	chr13:16451935^~RP11-341D18.2
chr13:16603786	chr13	16603786	HPV11	1	~RP11-341D18.2	4	chr13:16603786^~RP11-341D18.2
chr13:16603786	chr13	16603786	HPV16	3	~RP11-341D18.2	4	chr13:16603786^~RP11-341D18.2
chr13:16758731	chr13	16758731	HPV16	2	~RP11-341D18.2	3	chr13:16758731^~RP11-341D18.2
chr13:16758731	chr13	16758731	HPV18	1	~RP11-341D18.2	3	chr13:16758731^~RP11-341D18.2
chr13:16912476	chr13	16912476	HPV16	3	~RP11-341D18.2	4	chr13:16912476^~RP11-341D18.2
chr13:16912476	chr13	16912476	HPV18	1	~RP11-341D18.2	4	chr13:16912476^~RP11-341D18.2
chr13:17073919	chr13	17073919	HPV16	3	~RP11-341D18.2	3	chr13:17073919^~RP11-341D18.2
chr13:17234834	chr13	17234834	HPV16	3	~RP11-341D18.2	3	chr13:17234834^~RP11-341D18.2
chr13:18820896	chr13	18820896	HPV16	2	ANKRD20A9P	1	chr13:18820896^ANKRD20A9P
chr13:18820896	chr13	18820896	HPV33	1	ANKRD20A9P	1	chr13:18820896^ANKRD20A9P
chr13:19137826	chr13	19137826	HPV16	2	CENPIP1	3	chr13:19137826^CENPIP1
chr13:19137826	chr13	19137826	HPV58	1	CENPIP1	3	chr13:19137826^CENPIP1
chr13:20372314	chr13	20372314	HPV16	1	CRYL1	2	chr13:20372314^CRYL1
chr13:20372314	chr13	20372314	HPV33	1	CRYL1	2	chr13:20372314^CRYL1
chr13:20372314	chr13	20372314	HPV70	1	CRYL1	2	chr13:20372314^CRYL1
chr13:21358046	chr13	21358046	Eppstein-Barr	3	ZDHHC20	2	chr13:21358046^ZDHHC20
chr13:21358046	chr13	21358046	HPV11	1	ZDHHC20	2	chr13:21358046^ZDHHC20
chr13:21358046	chr13	21358046	HPV18	1	ZDHHC20	2	chr13:21358046^ZDHHC20
chr13:22670970	chr13	22670970	HPV16	1	FTH1P7	2	chr13:22670970^FTH1P7
chr13:22670970	chr13	22670970	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	1	FTH1P7	2	chr13:22670970^FTH1P7
chr13:22670970	chr13	22670970	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	FTH1P7	2	chr13:22670970^FTH1P7
chr13:22670970	chr13	22670970	NC_001806_152222nt_Human_alphaherpesvirus_1	2	FTH1P7	2	chr13:22670970^FTH1P7
chr13:22848279	chr13	22848279	HPV16	3	AL162853.1~BASP1P1	2	chr13:22848279^AL162853.1~BASP1P1
chr13:22848279	chr13	22848279	HPV18	1	AL162853.1~BASP1P1	2	chr13:22848279^AL162853.1~BASP1P1
chr13:23371800	chr13	23371800	Eppstein-Barr	1	SACS	2	chr13:23371800^SACS
chr13:23371800	chr13	23371800	HPV16	2	SACS	2	chr13:23371800^SACS
chr13:24694544	chr13	24694544	HPV16	3	AL359538.1~ATP12A	1	chr13:24694544^AL359538.1~ATP12A
chr13:24694544	chr13	24694544	HPV58	1	AL359538.1~ATP12A	1	chr13:24694544^AL359538.1~ATP12A
chr13:25368854	chr13	25368854	Eppstein-Barr	1	ATP8A2	1	chr13:25368854^ATP8A2
chr13:25368854	chr13	25368854	HPV16	2	ATP8A2	1	chr13:25368854^ATP8A2
chr13:28311970	chr13	28311970	Eppstein-Barr	1	FLT1	2	chr13:28311970^FLT1
chr13:28311970	chr13	28311970	HPV16	2	FLT1	2	chr13:28311970^FLT1
chr13:28589152	chr13	28589152	HPV16	2	RP11-95G6.1~EIF4A1P7	2	chr13:28589152^RP11-95G6.1~EIF4A1P7
chr13:28589152	chr13	28589152	HPV33	1	RP11-95G6.1~EIF4A1P7	2	chr13:28589152^RP11-95G6.1~EIF4A1P7
chr13:29537911	chr13	29537911	HPV16	2	SLC7A1	3	chr13:29537911^SLC7A1
chr13:29537911	chr13	29537911	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	1	SLC7A1	3	chr13:29537911^SLC7A1
chr13:30494170	chr13	30494170	HBV	1	HMGB1	3	chr13:30494170^HMGB1
chr13:30494170	chr13	30494170	HPV33	1	HMGB1	3	chr13:30494170^HMGB1
chr13:30494170	chr13	30494170	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	HMGB1	3	chr13:30494170^HMGB1
chr13:32027271	chr13	32027271	HPV16	2	FRY	2	chr13:32027271^FRY
chr13:32027271	chr13	32027271	HPV18	1	FRY	2	chr13:32027271^FRY
chr13:32726516	chr13	32726516	HBV	2	PDS5B	3	chr13:32726516^PDS5B
chr13:32726516	chr13	32726516	HPV16	1	PDS5B	3	chr13:32726516^PDS5B
chr13:35741039	chr13	35741039	HPV16	2	LINC00445~DCLK1	2	chr13:35741039^LINC00445~DCLK1
chr13:35741039	chr13	35741039	HPV33	1	LINC00445~DCLK1	2	chr13:35741039^LINC00445~DCLK1
chr13:36847537	chr13	36847537	HPV16	2	NDE1P2~RFXAP	1	chr13:36847537^NDE1P2~RFXAP
chr13:36847537	chr13	36847537	HPV33	1	NDE1P2~RFXAP	1	chr13:36847537^NDE1P2~RFXAP
chr13:38694659	chr13	38694659	HPV11	1	PRDX3P3~RNU6-56P	2	chr13:38694659^PRDX3P3~RNU6-56P
chr13:38694659	chr13	38694659	HPV16	2	PRDX3P3~RNU6-56P	2	chr13:38694659^PRDX3P3~RNU6-56P
chr13:40954647	chr13	40954647	Eppstein-Barr	1	ELF1	3	chr13:40954647^ELF1
chr13:40954647	chr13	40954647	HBV	1	ELF1	3	chr13:40954647^ELF1
chr13:40954647	chr13	40954647	HPV16	1	ELF1	3	chr13:40954647^ELF1
chr13:42972036	chr13	42972036	Eppstein-Barr	1	EPSTI1	3	chr13:42972036^EPSTI1
chr13:42972036	chr13	42972036	HPV16	1	EPSTI1	3	chr13:42972036^EPSTI1
chr13:42972036	chr13	42972036	HPV18	1	EPSTI1	3	chr13:42972036^EPSTI1
chr13:42972036	chr13	42972036	HPV33	1	EPSTI1	3	chr13:42972036^EPSTI1
chr13:43188438	chr13	43188438	HPV11	1	ENOX1	2	chr13:43188438^ENOX1
chr13:43188438	chr13	43188438	HPV16	2	ENOX1	2	chr13:43188438^ENOX1
chr13:44585801	chr13	44585801	HBV	1	LINC00407	1	chr13:44585801^LINC00407
chr13:44585801	chr13	44585801	HPV16	1	LINC00407	1	chr13:44585801^LINC00407
chr13:44585801	chr13	44585801	HPV33	1	LINC00407	1	chr13:44585801^LINC00407
chr13:45340196	chr13	45340196	Eppstein-Barr	4	TPT1;RP11-290D2.6	6	chr13:45340196^TPT1;RP11-290D2.6
chr13:45340196	chr13	45340196	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	TPT1;RP11-290D2.6	6	chr13:45340196^TPT1;RP11-290D2.6
chr13:45340196	chr13	45340196	NC_001702_8135nt_Murine_type_C_retrovirus	1	TPT1;RP11-290D2.6	6	chr13:45340196^TPT1;RP11-290D2.6
chr13:45340196	chr13	45340196	NC_001806_152222nt_Human_alphaherpesvirus_1	1	TPT1;RP11-290D2.6	6	chr13:45340196^TPT1;RP11-290D2.6
chr13:46137012	chr13	46137012	Eppstein-Barr	4	LCP1	4	chr13:46137012^LCP1
chr13:48041855	chr13	48041855	HBV	1	MED4	2	chr13:48041855^MED4
chr13:48041855	chr13	48041855	HPV16	2	MED4	2	chr13:48041855^MED4
chr13:48418363	chr13	48418363	Eppstein-Barr	2	RB1;LPAR6	3	chr13:48418363^RB1;LPAR6
chr13:48418363	chr13	48418363	HPV16	2	RB1;LPAR6	3	chr13:48418363^RB1;LPAR6
chr13:48418363	chr13	48418363	HPV33	1	RB1;LPAR6	3	chr13:48418363^RB1;LPAR6
chr13:49628903	chr13	49628903	Eppstein-Barr	2	ARL11	1	chr13:49628903^ARL11
chr13:49628903	chr13	49628903	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	ARL11	1	chr13:49628903^ARL11
chr13:50298961	chr13	50298961	HPV16	4	DLEU1	4	chr13:50298961^DLEU1
chr13:50828618	chr13	50828618	HPV16	3	DLEU7	1	chr13:50828618^DLEU7
chr13:50828618	chr13	50828618	HPV33	1	DLEU7	1	chr13:50828618^DLEU7
chr13:51838081	chr13	51838081	HPV16	3	CCDC70~CTAGE3P	1	chr13:51838081^CCDC70~CTAGE3P
